orcid;author
16673;Bogdan Raducanu
16674;Nieves Pedreira
16675;José Ramón Méndez Salgueiro
16676;Manuel Martínez Carballo
16677;Sarabjeet Kaur Kochhar
16678;Fernando Mateo
16679;Ramón José Aliaga
16680;Jorge Daniel Martínez
16681;José María Monzó
16682;Rafael Gadea Gironés
16683;Faming Liang
16684;Ernesto Rodrigues
16685;Heitor Silvério Lopes
16686;Roman Barták
16687;Chun-Cheng Peng
16688;George D. Magoulas
16689;Bohumil Sulc
16690;David Klimanek
16691;Neal Shambaugh
16692;G. Nicolás Marichal
16693;Evelio J. González
16694;Kai Keng Ang
16695;Chai Quek
16696;Ivan Nunes da Silva
16697;Rogério Andrade Flauzino
16698;J. Fernández
16699;Enrique Romero
16700;Manuel González Bedia
16701;Luis Fernando Castillo
16702;Simon D. Levy
16703;José Manuel Andrade
16704;Andrzej Rusiecki
16705;Oscar Déniz-Suárez
16706;Mario Jankovic-Romano
16707;Milan Stankovic
16708;Uros Krcadinac
16709;Adrian Hopgood
16710;Francisco García-Córdova
16711;Antonio Guerrero-González
16712;Fulgencio Marín-García
16713;Zaiyong Tang
16714;Xiaoyu Huang
16715;Kallol Kumar Bagchi
16716;Stefan Edelkamp
16717;Norberto Ezquerra
16718;Tien Ho-Phuoc
16719;Anne Guérin-Dugué
16720;Luca Anselma
16721;Diego Magro
16722;Jose A. Serantes
16723;Juan Carlos González-Castolo
16724;Ernesto López-Mellado
16725;Amira Djebbari
16726;Aedín C. Culhane
16727;Alice Armstrong
16728;John Quackenbush
16729;Zbigniew Michalewicz
16730;Frank-Michael Schleif
16731;Thomas Villmann
16732;Barbara Hammer
16733;Yi Zhao
16734;Wolfgang A. Halang
16735;Elena Torijano Gordo
16736;Antonio García González
16737;Sergio Jiménez Celorrio
16738;Tomás de la Rosa Turbides
16739;Max Lungarella
16740;Gabriel Gómez
16741;Ramón Zataraín-Cabada
16742;María Lucía Barrón-Estrada
16743;Alfredo Garro
16744;Carlos Herrera Pérez
16745;Tom Ziemke
16746;Thomas Martin McGinnity
16747;Marina L. Gavrilova
16748;Vicent Romero-García
16749;Elies Fuster-García
16750;J. V. Sánchez-Pérez
16751;Lluís Miquel Garcia-Raffi
16752;Xavier Blasco Ferragud
16753;J. M. Herrero
16754;Javier Sanchis
16755;Robert Lukomski
16756;Kazimierz Wilkosz
16757;Juan L. Pérez
16758;Isabel Martínez
16759;Manuel F. Herrador
16760;José García Rodríguez
16761;Francisco Flórez-Revuelta
16762;Juan Manuel García Chamizo
16763;Marina Flores-Badillo
16764;Ignasi Iriondo Sanz
16765;Santiago Planet
16766;Francesc Alías
16767;Joan Claudi Socoró
16768;Elisa Martínez
16769;Juan Miguel Gómez 0001
16770;Ricardo Colomo Palacios
16771;Marcos Ruano Mayoral
16772;Ángel García-Crespo
16773;Chutima Boonthum
16774;Irwin B. Levinstein
16775;Joseph Magliano
16776;Keith K. Millis
16777;Enrique Mérida Casermeiro
16778;Domingo López-Rodríguez
16779;Juan Miguel Ortiz-de-Lazcano-Lobato
16780;Paulo Eduardo Ambrósio
16781;Fatih Onur Hocaoglu
16782;Ömer Nezih Gerek
16783;Mehmet Kurban
16784;Ana Madureira
16785;Shahid Jabbar
16786;Carlos M. Travieso-González
16787;Carlos F. Romero
16788;Erkki Oja
16789;Alan Wee-Chung Liew
16790;Ngai-Fong Law
16791;Hong Yan 0001
16792;Laurentiu Ionescu
16793;Alin Mazare
16794;Gheorghe Serban
16795;Emil Sofron
16796;Leonid S. Bershtein
16797;Alexander V. Bozhenyuk
16798;Rathindra Sarathy
16799;Jürgen Perl
16800;José David Martín-Guerrero
16801;Emilio Soria-Olivas
16802;Paulo J. G. Lisboa
16803;Antonio J. Serrano-López
16804;Alberte Castro
16805;Vassilis G. Kaburlasos
16806;Lluís Formiga
16807;Udit Saxena
16808;Ravi Musunuri
16809;Shashidhar Gandham
16810;Behrang Keshavarz
16811;Heiko Hecht
16812;Ben D. Lawson
16813;Giorgio C. Buttazzo
16814;Kay M. Stanney
16815;Robert S. Kennedy
16816;Kelly S. Hale
16817;Gregg C. Vanderheiden
16818;Robin Wilton
16819;Robert J. Stone
16820;Frank P. Hannigan
16821;Abdelsalam Helal
16822;Ahmed Abukmail
16823;Richard A. Blade
16824;Mary Lou Padgett
16825;Fei Li 0001
16826;Michael L. Pinedo
16827;Jonathan Gruhl
16828;Sangman Moh
16829;Chansu Yu
16830;Ben Lee
16831;Ramandeep Singh Khurana
16832;Hesham El-Rewini
16833;Yumin Zhang
16834;Xiaobo Sharon Hu
16835;Danny Ziyi Chen
16836;Gertjan P. Halkes
16837;Koen Langendoen
16838;Toshihide Ibaraki
16839;Mutsunori Yagiura
16840;Bo Chen
16841;Richard M. Eastgate
16842;John R. Wilson
16843;Mirabelle D'Cruz
16844;J. Ian Munro
16845;S. Srinivasa Rao 0001
16846;Michiel H. M. Smid
16847;Beth Novick
16848;S. Louis Hakimi
16849;Sunil Chopra
16850;David Simchi-Levi
16851;Salah E. Elmaghraby
16852;Michael Mesterton-Gibbons
16853;Joseph R. Barr
16854;Prosenjit Gupta
16855;Erik Viirre
16856;B. J. Price
16857;Bradley Chase
16858;Guojing Cong
16859;David A. Bader
16860;Seetharam Narasimhan
16861;Swarup Bhunia
16862;Rohit Shenoy
16863;Pieter J. Mosterman
16864;Brian McKay
16865;Zhi-Quan Luo
16866;Bertrand Byramjee
16867;Andrew Weigl
16868;Xiang-Yang Li 0001
16869;Weizhao Wang
16870;Teofilo F. Gonzalez
16871;Joseph R. Shinnerl
16872;Jason Cong
16873;Stephan Olariu
16874;Nevil Brownlee
16875;kc claffy
16876;Xiang Chen 0012
16877;Wei Liu 0008
16878;Yuguang Fang
16879;Christophe Doche
16880;Narsingh Deo
16881;Clive L. Dym
16882;Pier Luigi Emiliani
16883;Stephen G. Kobourov
16884;Róbert Párhonyi
16885;Tarek F. Abdelzaher
16886;G. Young
16887;Matthew A. Turk
16888;Mark Moir
16889;Nir Shavit
16890;Yang Zhao
16891;Ananth Grama
16892;Vipin Kumar 0001
16893;Tara Chand
16894;Edward G. Coffman Jr.
16895;János Csirik
16896;Lui Sha
16897;Marco Caccamo
16898;Kenan Xu
16899;Hossam S. Hassanein
16900;Glen Takahara
16901;George V. Popescu
16902;Helmuth Trefftz
16903;Grigore Greg Burdea
16904;Yijie Han
16905;Jon Grantham
16906;Carl Pomerance
16907;Bart Goddard
16908;Jeffrey O. Shallit
16909;Hassan Sedaghat
16910;El-Ghazali Talbi
16911;Benjamin Weinberg
16912;Nayeem Islam
16913;Manuel Román
16914;Dong Zhou
16915;Mark A. Perillo
16916;Wendi B. Heinzelman
16917;Markus Chimani
16918;Carsten Gutwenger
16919;Michael Jünger
16920;Gunnar W. Klau
16921;Karsten Klein 0001
16922;Petra Mutzel
16923;Francis Y. L. Chin
16924;Stanley P. Y. Fung
16925;Cao An Wang
16926;R. Michael Young
16927;Mauro Barni
16928;John A. Stankovic
16929;Azzedine Boukerche
16930;Antonio A. F. Loureiro
16931;Geraldo Robson Mateus
16932;José Marcos S. Nogueira
16933;Linnyer Beatrys Ruiz
16934;Jiawei Zhang
16935;Yinyu Ye
16936;Anthony Man-Cho So
16937;Gi-Joon Nam
16938;Paul G. Villarrubia
16939;Aniruddha Rangnekar
16940;Chonggang Wang
16941;Krishna M. Sivalingam
16942;Bo Li 0001
16943;Leah Epstein
16944;Rob van Stee
16945;Christian Bühler
16946;Jiang Hu
16947;Gabriel Robins
16948;Cliff C. N. Sze
16949;Kia Bazargan
16950;Peter Eades
16951;Seok-Hee Hong
16952;Iara Augustin
16953;Adenauer Corrêa Yamin
16954;Jorge Luis Victória Barbosa
16955;Luciano Cavalheiro da Silva
16956;Rodrigo Araújo Real
16957;Gustavo Frainer
16958;Gerson Geraldo Homrich Cavalheiro
16959;Cláudio Fernando Resin Geyer
16960;Ka-Ping Yee
16961;L. Jean Camp
16962;Roberto Maria Avanzi
16963;Gerhard Frey
16964;Ömer Egecioglu
16965;Abdullah N. Arslan
16966;Sam D. Waller
16967;P. John Clarkson
16968;Anthony Savidis
16969;Oliver Haase
16970;Stefan Kurtz
16971;Stefano Lonardi
16972;Joseph Y.-T. Leung
16973;David Lubicz
16974;Abderrahmane Kheddar
16975;Ryad Chellali
16976;Philippe Coiffet
16977;Yu Du
16978;Hans-Joachim Böckenhauer
16979;Sebastian Seibert
16980;Juraj Hromkovic
16981;Vinod Sharma
16982;A. Chockalingam
16983;Adam Wierman
16984;Minghong Lin
16985;Philippe Baptiste
16986;Peter Brucker
16987;Alessandra Agostini
16988;Daniele Riboni
16989;Danny Soroker
16990;Norman Cohen
16991;Guruduth Banavar
16992;Chien-Hsing Wu
16993;Victor Fay Wolfe
16994;Lisa Cingiser DiPippo
16995;Angela Uvarov Frolov
16996;Andreas Görlach
16997;Wesley W. Terpstra
16998;Ellen Munthe-Kaas
16999;Ovidiu Valentin Drugan
17000;Vera Goebel
17001;Thomas Plagemann
17002;Matija Puzar
17003;Norun Sanderson
17004;Katrine Stemland Skjelsvik
17005;Elena Ferrari
17006;Jean-Yves Le Boudec
17007;Saehwa Kim
17008;Seongsoo Hong
17009;Michael A. Langston
17010;Carlos Cotta
17011;Pablo Moscato
17012;Franco Zambonelli
17013;Marco Mamei
17014;Robert M. French
17015;James H. Anderson
17016;Philip Holman
17017;Anand Srinivasan
17018;Keqin Li 0001
17019;Joseph F. JáJá
17020;Qingmin Shi
17021;Amitabh Varshney
17022;Alessandro Panconesi
17023;Fabrizio Grandoni 0001
17024;Devdatt P. Dubhashi
17025;Chien-Liang Fok
17026;Joachim Gudmundsson
17027;Christian Knauer
17028;Tomas Henriksson
17029;Gerben Essink
17030;Pieter van der Wolf
17031;Erwin A. de Kock
17032;Wido Kruijtzer
17033;Vishal Khandelwal
17034;Ankur Srivastava 0001
17035;Bonnie A. Goins
17036;Haihua Su
17037;Sani R. Nassif
17038;Simeon Keates
17039;Balaji Venkatachalam
17040;David Fernández-Baca
17041;Wenke Lee
17042;Brahim Medjahed
17043;Abdelmounaam Rezgui
17044;Athman Bouguettaya
17045;Mourad Ouzzani
17046;Yehea I. Ismail
17047;Paul A. Fishwick
17048;Essaid Bensoudane
17049;Gabriela Nicolescu
17050;Pierre G. Paulin
17051;Michel Langevin
17052;Chuck Pilkington
17053;Damien Lyonnard
17054;Paul G. Spirakis
17055;Sotiris E. Nikoletseas
17056;Paul R. Brenner
17057;Douglas Thain
17058;Aimee Buccellato
17059;David B. Go
17060;Franca Delmastro
17061;Giovanni Turi
17062;Jan Daciuk
17063;Gul A. Agha
17064;Carlos A. Varela
17065;Jacobus E. Rooda
17066;Erjen Lefeber
17067;Paul Gnanayutham
17068;Jennifer George
17069;Charles J. Alpert
17070;Nathaniel Hieter
17071;Arjen Mets
17072;Ruchir Puri
17073;Lakshmi N. Reddy
17074;Haoxing Ren
17075;Louise Trevillyan
17076;Evangeline F. Y. Young
17077;Shivajit Mohapatra
17078;M. Reza Rahimi
17079;Nalini Venkatasubramanian
17080;Surender Baswana
17081;Sandeep Sen
17082;Jun Sun 0001
17083;Yang Liu 0003
17084;Jin Song Dong
17085;Yu Cai
17086;Xinying Zheng
17087;Hava T. Siegelmann
17088;Derong Liu 0001
17089;Alan Burns 0001
17090;Andy J. Wellings
17091;Nanbor Wang
17092;Gan Deng
17093;Christopher D. Gill
17094;Corrado Federici
17095;Paolo Bellavista
17096;Rebecca Montanari
17097;Daniela Tibaldi
17098;Antonio Corradi
17099;Ivan Rodero
17100;Andres Quiroz
17101;Francesc Guim 0001
17102;Stephen W. Poole
17103;Hamid Harroud
17104;Dineshbalu Balakrishnan
17105;Ahmed Karmouch
17106;Charles H. Goldberg
17107;Jianer Chen
17108;Viera Krnanová Proulx
17109;Joan Feigenbaum
17110;Sampath Kannan
17111;Lars Arge
17112;Gerth Stølting Brodal
17113;Rolf Fagerberg
17114;J. Kevin Hicks
17115;Dhireesha Kudithipudi
17116;Bill Stackpole
17117;Ying Liu 0039
17118;Jianwei Li
17119;Eduardo Freire Nakamura
17120;Carlos Mauricio S. Figueiredo
17121;Ahmed E. Kamal 0001
17122;Jamal N. Al-Karaki
17123;Silvia Ghilezan
17124;Jovisa D. Zunic
17125;Jovanka Pantovic
17126;Carlos Orrite
17127;Francisco Martínez-Contreras
17128;Elías Herrero
17129;Hossein Ragheb
17130;Sergio A. Velastin
17131;Rohit Badal
17132;Yunchul Jung
17133;Howard Beck
17134;Marjan van den Akker 0001
17135;Han Hoogeveen
17136;Luís Veiga
17137;Javid Taheri
17138;Albert Y. Zomaya
17139;Ileana Streinu
17140;Károly Bezdek
17141;Dina Kravets
17142;Nancy M. Amato
17143;W. Randolph Franklin
17144;Muhammad Sher
17145;Chung-Hsing Hsu
17146;Mohammed S. Al-kahtani
17147;Hussein T. Mouftah
17148;Dimitris Grammenos
17149;Yannis Georgalis
17150;Themistoklis Bourdenas
17151;Monika Henzinger
17152;Cristina G. Fernandes
17153;Roberto Solis-Oba
17154;Kai-Wei Fan
17155;Sha Liu
17156;Prasun Sinha
17157;Zhigang Xiang
17158;Darin E. Hughes
17159;Eileen M. Smith
17160;Randall Shumaker
17161;Charles E. Hughes
17162;Ernesto Wandeler
17163;Lothar Thiele
17164;Dakai Zhu 0001
17165;Hakan Aydin
17166;Krishna Kant 0001
17167;Larry M. Stephens
17168;Michael N. Huhns
17169;Sylvain Duquesne
17170;Kristiina Jokinen
17171;Insup Lee
17172;Sang Hyuk Son
17173;Vinod Namboodiri
17174;Siny Joseph
17175;Janet M. Six
17176;Ioannis G. Tollis
17177;Siu-Wing Cheng
17178;Weilian Su
17179;Joel V. Brawley
17180;Peter R. Turner
17181;Barry W. Peyton
17182;Esmond Ng
17183;R. B. Bapat
17184;Parham Aarabi
17185;Omid S. Jahromi
17186;Sanja Petrovic
17187;Edmund K. Burke
17188;Serdar Pehlivanoglu
17189;Bernhard Seeger
17190;Peter Widmayer
17191;Grant Martin
17192;Karim Seada
17193;Ahmed Helmy
17194;Anne-Cécile Orgerie
17195;Laurent Lefèvre
17196;Valery S. Gordon
17197;Jean-Marie Proth
17198;Vitaly A. Strusevich
17199;Sandra L. Calvert
17200;Sri Kurniawan
17201;Barbara Korousic-Seljak
17202;Jurij Silc
17203;Gregor Papa
17204;Mitali Singh
17205;Viktor K. Prasanna
17206;Omar el Ariss
17207;Edward A. Fox
17208;Hussein Suleman
17209;Devika P. Madalli
17210;Lillian N. Cassel
17211;Syed A. Ahson
17212;Khaled Z. Ibrahim
17213;Hans Kellerer
17214;Thomas P. von Hoff
17215;Mario Crevatin
17216;Andreas Ermedahl
17217;Jakob Engblom
17218;Samantha Thomas Cruz
17219;Raja Sengupta 0002
17220;Christoph M. Kirsch
17221;Jonathan M. Bischof
17222;Edoardo M. Airoldi
17223;Matt Huenerfauth
17224;Vicki L. Hanson
17225;Sean Smith
17226;Daniel Hagimont
17227;Laurent Broto
17228;Aaiman Gadafi
17229;Noel De Palma
17230;D. T. Lee
17231;Tracy Camp
17232;Thierry Bouwmans
17233;James N. Templeman
17234;Robert C. Page
17235;Patricia S. Denbrook
17236;Ernesto Martins
17237;Ricardo Marau
17238;Joaquim Ferreira 0001
17239;José Alberto Fonseca
17240;Luís Almeida 0001
17241;Mario Calha
17242;Valter Silva
17243;Paulo Pedreiras
17244;John Regehr
17245;Forbes J. Burkowski
17246;Lowell W. Beineke
17247;Stephen B. Maurer
17248;Edward R. Scheinerman
17249;Bennet Manvel
17250;Arthur T. White
17251;Paul K. Stockmeyer
17252;Michael Doob
17253;Stefan A. Burr
17254;András Gyárfás
17255;Giuseppe Anastasi
17256;Andrea Passarella
17257;David A. Papa
17258;Igor L. Markov
17259;Anu G. Bourgeois
17260;John Keeney
17261;Vinny Cahill
17262;Mads Haahr
17263;Karen L. Karavanic
17264;Andrés Márquez
17265;Georgios Varsamopoulos
17266;Geppino Pucci
17267;Andrea Pietracaprina
17268;Gianfranco Bilardi
17269;Sridhar Kalubandi
17270;Myungchul Kim 0001
17271;G. Drew Kessler
17272;Brian D. Simpson
17273;Jeffrey L. Cowgill
17274;Robert H. Gilkey
17275;Janet M. Weisenberger
17276;Gilbert Gang Chen
17277;Boleslaw K. Szymanski
17278;Pinar Yolum
17279;Bing Shi
17280;Roberto Battiti
17281;Anurag Garg
17282;Päivi Majaranta
17283;Richard Bates
17284;Michael Donegan
17285;Georgios Kouroupetroglou
17286;Ujjwal Maulik
17287;Sanghamitra Bandyopadhyay
17288;Ramesh Krishnamurti
17289;Daya Ram Gaur
17290;Kian-Lee Tan
17291;Reinhard Wilhelm
17292;Arne Andersson
17293;Kim S. Larsen
17294;Joseph L. Gabbard
17295;Michelle Moore
17296;Ion I. Mandoiu
17297;Andrew B. Kahng
17298;Alexander Zelikovsky
17299;Maurizio Patrignani
17300;Guy Kortsarz
17301;Zeev Nutov
17302;Margherita Antona
17303;Stavroula Ntoa
17304;Ilia Adami
17305;Sinuhé Arroyo
17306;Rubén Lara
17307;David Berka
17308;Ying Ding 0001
17309;Dieter Fensel
17310;Christian Stary
17311;Dale McMullin
17312;Alyn Rockwood
17313;Partha Pratim Pande
17314;Amlan Ganguly
17315;Sujay Deb
17316;Kevin Chang 0002
17317;Si-Qing Zheng
17318;Erin Kinzel
17319;Julie A. Jacko
17320;Bernhard E. Riecke
17321;Constantina Doulgeraki
17322;Alexandros Mourouzis
17323;Nouredine Melab
17324;Mohand-Said Mezmaz
17325;B. Wei
17326;Robert W. Lindeman
17327;Fei Dai 0001
17328;Kamesh Madduri
17329;John Feo
17330;David L. Jones
17331;Sara Dechmerowski
17332;Razia Oden
17333;Valerie Lugo
17334;Jingjing Wang-Costello
17335;William Pike
17336;Enrico Pontelli
17337;Arthur I. Karshmer
17338;Gopal Gupta
17339;Azer Bestavros
17340;Michael J. Ocean
17341;Milos Hrkic
17342;John Lillis
17343;François Vernadat 0001
17344;Bernard Berthomieu
17345;Vasily G. Moshnyaga
17346;Joanna Józefowska
17347;Jun Zhu 0001
17348;Eric P. Xing
17349;Zhenhua Duan
17350;Cong Tian
17351;Michael A. Nees
17352;Bruce N. Walker
17353;Maulin D. Patel
17354;John T. Stasko
17355;Benjamin FrantzDale
17356;Mark S. Shephard
17357;E. Seegyoung Seol
17358;Nadia Nedjah
17359;Luiza de Macedo Mourelle
17360;Riky Subrata
17361;Yang Yu 0009
17362;Fabrizio Lecci
17363;Pierre Latouche
17364;Etienne Birmelé
17365;Christophe Ambroise
17366;Michael P. Wellman
17367;Gianpaolo Cugola
17368;Amy L. Murphy
17369;Gian Pietro Picco
17370;Nicholas F. Polys
17371;David Gross
17372;Michael Szydlo
17373;Bruce R. Childers
17374;Daniel Mossé
17375;Rami G. Melhem
17376;Antony Galton
17377;Kui Zhang
17378;Kun-Mao Chao
17379;Yao-Ting Huang
17380;Ting Chen 0006
17381;George L. Vairaktarakis
17382;Bradford W. Mott
17383;James C. Lester
17384;Karl Branting
17385;Ernest H. Page
17386;Yun Wu
17387;Terence D. Todd
17388;Jianying Zhou 0001
17389;Darrell Woelk
17390;Ting-Chi Wang
17391;Martin D. F. Wong
17392;Guy Even
17393;Elisabeth André
17394;Matthias Rehm
17395;Angelos Barmpoutis
17396;Benjamin DeVane
17397;James C. Oliverio
17398;Kelly Easton
17399;George L. Nemhauser
17400;Michael A. Trick
17401;Jim Parker 0002
17402;Anand Patwardhan
17403;Filip Perich
17404;Anupam Joshi
17405;Tim Finin
17406;Tag Gon Kim
17407;Rajeev Raman
17408;Wen-Lian Hsu
17409;Ross M. McConnell
17410;Harry Chen
17411;Lalana Kagal
17412;Andrea Acquaviva
17413;Luca Benini
17414;Minsik Cho
17415;Joydeep Mitra
17416;David Z. Pan
17417;Rupesh S. Shelar
17418;Prashant Saxena
17419;Ali Alphan Bayazit
17420;Yogesh S. Mahajan
17421;Alan A. Bertossi
17422;Maria Cristina Pinotti
17423;Romeo Rizzi
17424;Farzana Rahman
17425;Sheikh Iqbal Ahamed
17426;Casey O'Brien
17427;He Zhang
17428;Lin Liu 0001
17429;Anna Haywood
17430;Patrick Phelan
17431;Tridib Mukherjee
17432;Mahima Ashok
17433;Mohamed Eltoweissy
17434;Kennie H. Jones
17435;Ashraf Wadaa
17436;Larry Wilson
17437;Kenneth N. Lodding
17438;Michael Pidd
17439;Charles J. Colbourn
17440;Jeffrey H. Dinitz
17441;Marcus K. Rogers
17442;Sudarshan S. Chawathe
17443;Weixun Wang
17444;Xiaoke Qin
17445;Prabhat Mishra 0001
17446;Samee Ullah Khan
17447;Ishfaq Ahmad
17448;Kalyan S. Perumalla
17449;Asis Nasipuri
17450;Samir Ranjan Das
17451;Michael Factor
17452;Konstantin Shagin
17453;Assaf Schuster
17454;Young Man Kim
17455;Ten-Hwang Lai
17456;Rajeev Kohli
17457;Jean-Christophe Courrège
17458;Benoit Feix
17459;Michael A. Palis
17460;Ray Hunt
17461;Jenne Wong
17462;Ronald Scrofano
17463;Robert P. Brazile
17464;Kathleen M. Swigger
17465;Venkita Subramonian
17466;Heonshik Shin
17467;Antonio J. Nebro
17468;Gabriel Luque
17469;Francisco Luna
17470;Enrique Alba 0001
17471;J. Francisco Chicano
17472;Bamshad Mobasher
17473;Hongmei Deng
17474;Alberto Marchetti-Spaccamela
17475;Vincenzo Bonifaci
17476;Stefano Leonardi
17477;Giorgio Ausiello
17478;Luciano Bononi
17479;Lorenzo Donatiello
17480;Kris Crnomarkovic
17481;Tei-Wei Kuo
17482;Chih-Yuan Huang
17483;Shi-Wu Lo
17484;Ai-Chun Pang
17485;Joseph D. Touch
17486;Yozo Hida
17487;James Demmel
17488;Julien Langou
17489;Jakub Kurzak
17490;Ming Gu 0002
17491;Alfredo Buttari
17492;Stanimire Tomov
17493;Piotr Luszczek
17494;Julie Langou
17495;Osni Marques
17496;Christof Vömel
17497;Xiaoye S. Li
17498;E. Jason Riedy
17499;Jack J. Dongarra
17500;William Kahan
17501;Beresford N. Parlett
17502;David Bindel
17503;Dinesh P. Mehta
17504;John J. Kanet
17505;Sanjay Ahire
17506;Michael F. Gorman 0001
17507;Robb Lindgren
17508;J. Michael Moshell
17509;Jay Sethuraman
17510;Puranjoy Bhattacharjee
17511;Ali Raza Butt
17512;Guanying Wang
17513;Chris Gniady
17514;Shoukat Ali
17515;Holger H. Hoos
17516;Thomas Stützle
17517;Jay Yellen
17518;Edward W. Packel
17519;Robert G. Rieper
17520;George E. Andrews
17521;Alan C. Tucker
17522;Edward A. Bender
17523;Bruce E. Sagan
17524;Pang-Ning Tan
17525;Michael S. Steinbach
17526;Orazio Mirabella
17527;José María López
17528;José Luis Díaz
17529;Lucia Lo Bello
17530;Kanghee Kim
17531;Daniel F. García
17532;Sang Lyul Min
17533;Chang-Gun Lee
17534;Mike R. Prevost
17535;Chris Okasaki
17536;Kevin I.-J. Ho
17537;Sartaj Sahni
17538;Andrew A. Kennings
17539;Kristofer Vorwerk
17540;Robert C. Kennedy
17541;Kristyne E. Kennedy
17542;Christine Wasula
17543;Kathleen M. Bartlett
17544;Cyrille Joutard
17545;Anand Ramachandran
17546;Margarida F. Jacome
17547;Regis Kopper
17548;Doug A. Bowman
17549;Marek Chrobak
17550;Christos G. Cassandras
17551;Georges Da Costa
17552;Helmut Hlavacs
17553;Karin Anna Hummel
17554;Jean-Marc Pierson
17555;Chuan Yi Tang
17556;Bang Ye Wu
17557;Krishnendu Chakrabarty
17558;João Paulo Barros
17559;Anikó Costa
17560;Luís Gomes 0001
17561;Frederik Vercauteren
17562;Christoph Albrecht
17563;Vittorio Ghini
17564;Fabio Panzieri
17565;Miroslaw Kurkowski
17566;Wojciech Penczek
17567;Ayesha Choudhary
17568;Santanu Chaudhury
17569;Subhashis Banerjee
17570;Evangelos Bekiaris
17571;Maria Panou
17572;Evangelia Gaitanidou
17573;Brigitte Ringbauer
17574;Theo Kanter
17575;Carl-Gustaf Jansson
17576;Martin Jonsson
17577;Fredrik Kilander
17578;Wei Li 0001
17579;Peter Lönnqvist
17580;Gerald Q. Maguire Jr.
17581;Jianxin Sun
17582;Dalei Wu
17583;Jiucai Zhang
17584;Xueyi Wang
17585;Song Ci
17586;Margaret H. Dunham
17587;Ayse Yasemin Seydim
17588;Zhuo Li 0001
17589;Shiyan Hu
17590;Steven A. Hofmeyr
17591;Alessio Ferone
17592;Sankar K. Pal
17593;Alfredo Petrosino
17594;Denise M. Nicholson
17595;Margaret Nolan
17596;Brenna Kelly
17597;Henri Cohen
17598;Özlem Ergun
17599;Abraham P. Punnen
17600;James B. Orlin
17601;Ravindra K. Ahuja
17602;Zhou Feng
17603;Bo Yao
17604;Chung-Kuan Cheng
17605;David R. C. Hill
17606;Patrick Coquillard
17607;Camil Demetrescu
17608;Irene Finocchi
17609;Giuseppe F. Italiano
17610;Zoubin Ghahramani
17611;Shakir Mohamed
17612;Katherine A. Heller
17613;Mario Szegedy
17614;Allen Munro
17615;Jim Patrey
