:START_ID;:END_ID
586;12702942
587;12702943
9368139;12702944
588;12702944
589;12702945
590;12702946
9445378;12702947
9447044;12702947
9446796;12702947
9442703;12702947
9443217;12702947
9442962;12702947
9389715;12702947
9441940;12702947
9443750;12702947
9445798;12702947
9446060;12702947
9444014;12702947
9442609;12702947
9443383;12702947
9443639;12702947
9442364;12702947
9396029;12702947
9387458;12702947
9444035;12702947
9442372;12702947
591;12702947
9444441;12702947
9442906;12702947
9386098;12702947
9443449;12702947
9386623;12702947
9404928;12702948
9391106;12702948
3053574;12702948
9388038;12702948
9444359;12702948
9385995;12702948
9444372;12702948
9443862;12702948
9443867;12702948
9403935;12702948
9441835;12702948
9388078;12702948
9442863;12702948
9405493;12702948
9385014;12702948
9445959;12702948
9444937;12702948
9385546;12702948
9397323;12702948
9441869;12702948
9400919;12702948
9443419;12702948
9393759;12702948
9444959;12702948
9395299;12702948
9404515;12702948
9446501;12702948
9388647;12702948
9385071;12702948
9402480;12702948
9443953;12702948
9387123;12702948
9382516;12702948
9401973;12702948
9444469;12702948
9392253;12702948
9399425;12702948
9391236;12702948
9392264;12702948
9442440;12702948
9445005;12702948
9444513;12702948
9404580;12702948
9385637;12702948
9390250;12702948
9390762;12702948
9400493;12702948
9389744;12702948
9397424;12702948
9389749;12702948
9441975;12702948
9445560;12702948
9442489;12702948
9394362;12702948
9446084;12702948
9441478;12702948
3050696;12702948
9445577;12702948
9444046;12702948
9445072;12702948
9401041;12702948
9446097;12702948
9447120;12702948
9442516;12702948
9447124;12702948
9405656;12702948
9445083;12702948
9399005;12702948
9393379;12702948
9445604;12702948
9444069;12702948
9443054;12702948
9442545;12702948
9390324;12702948
9441525;12702948
9443578;12702948
9403136;12702948
9384708;12702948
9444104;12702948
9385739;12702948
9446157;12702948
9445141;12702948
9447193;12702948
9389338;12702948
9393434;12702948
9406241;12702948
9442593;12702948
3079971;12702948
9391907;12702948
9444135;12702948
9444649;12702948
9446710;12702948
9389368;12702948
3027769;12702948
9391930;12702948
9443641;12702948
9446713;12702948
9394503;12702948
9442123;12702948
9388876;12702948
9382734;12702948
9383759;12702948
9383248;12702948
9442127;12702948
9388370;12702948
9444687;12702948
9389908;12702948
9395541;12702948
9387357;12702948
9385309;12702948
9444701;12702948
9442657;12702948
9397603;12702948
9445733;12702948
9400167;12702948
9391983;12702948
9398128;12702948
9397618;12702948
9398648;12702948
9442681;12702948
9445241;12702948
9445755;12702948
9394046;12702948
9444739;12702948
9444233;12702948
9445769;12702948
9445266;12702948
9398167;12702948
9444247;12702948
9444759;12702948
9395619;12702948
9443236;12702948
9445795;12702948
9441702;12702948
9445796;12702948
9445288;12702948
9446313;12702948
9400238;12702948
9442223;12702948
9442734;12702948
9442736;12702948
9443252;12702948
9442231;12702948
9446328;12702948
9444794;12702948
9445823;12702948
9405377;12702948
9441736;12702948
9402826;12702948
9444302;12702948
9443796;12702948
9396183;12702948
9443299;12702948
9444839;12702948
9394667;12702948
9405936;12702948
9442291;12702948
9399285;12702948
9443322;12702948
9405506;12702949
3027927;12702949
9386003;12702950
9445398;12702950
9381912;12702950
3049501;12702950
9383967;12702950
9398306;12702950
9394213;12702950
9381932;12702950
9443377;12702950
9388085;12702950
9404472;12702950
3053634;12702950
9400393;12702950
9390162;12702950
9394260;12702950
9394277;12702950
3055724;12702950
9390188;12702950
9394287;12702950
9445491;12702950
9445502;12702950
9398401;12702950
9392258;12702950
3055768;12702950
9384089;12702950
9445544;12702950
9392313;12702950
9392317;12702950
9382088;12702950
9382089;12702950
9441482;12702950
9386191;12702950
9400530;12702950
9445587;12702950
9398491;12702950
9386209;12702950
9388258;12702950
9382120;12702950
9402609;12702950
9382139;12702950
9441540;12702950
9443590;12702950
9445638;12702950
9443605;12702950
