:ID;cite:string
12710999;conf/dbsec/Spooner88
12711000;conf/vldb/WoodF79
12711001;journals/computer/AhmedSDKKLRS91
12711002;conf/icde/IshikawaIYHM86
12711003;journals/expert/IchikawaIYHM87
12711004;conf/future/IshikawaIKH92
12711005;conf/vldb/IshikawaK93
12711006;conf/sigmod/LyngbaekV87
12711007;journals/computer/MittalDM86
12711008;conf/aaai/MittalA86
12711009;journals/tse/Motro87
12711010;conf/fodo/Yamane85
12711011;conf/dasfaa/YamaneNKM89
12711012;journals/coling/Damerau81
12711013;journals/tse/JarkeTSVWM85
12711014;journals/coling/CarbonellH83
12711015;conf/adbt/Janas79
12711016;conf/aaai/Mays80
12711017;conf/nlulp/GalM87
12711018;conf/vldb/ThompsonRTS83
12711019;conf/db-workshops/BrodieR82
12711020;conf/vldb/AntonellisZ81
12711021;conf/db-workshops/KingM82
12711022;journals/is/Ngu90
12711023;conf/sigmod/DarR94
12711024;conf/pods/Jakobsson92
12711025;journals/dke/QadahK92
12711026;journals/apin/TorosluQH94
12711027;journals/siamcomp/UllmanY91
12711028;journals/jacm/MahantiB85
12711029;journals/ai/ChakrabartiGS87
12711030;journals/ai/Davis80a
12711031;journals/acta/GareyG74
12711032;journals/cacm/GanapathyR73
12711033;journals/cacm/HeckermanBR95
12711034;journals/ipl/HyafilR76
12711035;books/wi/James85
12711036;journals/cacm/KingJ73
12711037;journals/tods/MooreRW90
12711038;journals/ibmrd/Myers72
12711039;journals/ml/Nunez91
12711040;journals/cacm/SchumacherS76
12711041;journals/cacm/Verhelst72
12711042;journals/tc/VarshneyHF82
12711043;journals/jair/Turney95
12711044;conf/oopsla/Bergstein91
12711045;conf/ecoop/BergsteinL91
12711046;journals/is/Dittrich90
12711047;conf/vldb/GonnetT87
12711048;conf/sigmod/GyssensPG90
12711049;journals/tse/LieberherrX93
12711050;conf/er/LieberherrBS90
12711051;journals/software/LieberherrH89
12711052;conf/oopsla/LieberherrHR88
12711053;conf/icse/LieberherrR88
12711054;conf/oopsla/LieberherrR89
12711055;books/ph/Meyer97
12711056;journals/tois/PerniciBFMRR89
12711057;books/aw/Stroustrup91
12711058;journals/tkde/GuidaM93
12711059;conf/mm/ChuaLP94
12711060;conf/gis/EgenhoferA92
12711061;journals/ai/Freksa92
12711062;journals/dke/GroskyNM92
12711063;conf/adb/LuOT94
12711064;conf/ssd/NabilSN95
12711065;books/el/leeuwen90/Leeuwen90
12711066;conf/icde/Basu88
12711067;journals/tkde/BasuA92
12711068;conf/eds/BrodieBLMTH88
12711069;journals/ac/ChandrasekaranM83
12711070;journals/ai/Clancey83
12711071;books/sp/ClocksinM87
12711072;journals/ai/Davis80
12711073;journals/tse/DenningAHLMNS87
12711074;conf/iclp/LassezMP87
12711075;journals/tois/LeeM90
12711076;conf/db-workshops/ManolaB85
12711077;conf/vldb/NeuholdS88
12711078;journals/is/PelagattiPB78
12711079;conf/ieaaie/Barachini88
12711080;conf/ijcai/ForgyM77
12711081;conf/ieaaie/GordinFRSV88
12711082;conf/ijcai/VesonderSZMC83
12711083;conf/oopsla/UngarS87
12711084;journals/jacm/AbiteboulV88
12711085;conf/pods/BertinoC96
12711086;conf/deductive/BertinoCGM94
12711087;conf/ride/BertinoCGM94
12711088;conf/fmldo/BertinoMM92
12711089;journals/tcs/BonnerK94
12711090;journals/jlp/JaffarM94
12711091;journals/logcom/GabbrielliDL95
12711092;conf/icdt/KarabegV88
12711093;conf/iclp/LindholmO87
12711094;journals/tse/ChangC85
12711095;conf/aaai/GrossnerPCRS93
12711096;journals/tosem/Kiper92
12711097;journals/cj/MarkuszK85
12711098;journals/tkde/ONealE94
12711099;journals/tse/YauC80a
12711100;conf/dpds/Chen90
12711101;conf/icde/CzejdoRE87
12711102;journals/vldb/GrantLRS93
12711103;journals/tkde/HuaLH95
12711104;conf/pods/HwangDG84
12711105;journals/computer/KimS91
12711106;conf/sigmod/KrishnamurthyLK91
12711107;journals/sigmod/LeeCL95
12711108;journals/tkde/LeeC95
12711109;journals/ijcis/LeeW96
12711110;conf/icde/LitwinV86
12711111;journals/sigmod/LitwinKK91
12711112;conf/ride/LuOG93
12711113;conf/dasfaa/NguYW93
12711114;conf/icde/WongM89
12711115;conf/icde/ZhuL94
12711116;conf/icde/Litwin84
12711117;conf/icde/TempletonBCDL86
12711118;conf/dbsec/AmmannJ91
12711119;journals/computer/BukhresCDEP93
12711120;conf/icde/ElmagarmidD90
12711121;journals/tse/Garcia-MolinaK88
12711122;journals/cacm/Lamport77
12711123;conf/ids/ChangCL92
12711124;journals/tse/FarmerKM85
12711125;conf/vdb/KlingerP89
12711126;conf/vdb/RabittiS89
12711127;conf/icde/ShengW92
12711128;conf/ac/GenrichLT75
12711129;journals/ipl/EdelsbrunnerM81
12711130;journals/debu/Imielinski89
12711131;journals/ipl/Keller86
12711132;journals/jal/LeeuwenW81
12711133;conf/vldb/OlaO89
12711134;journals/tc/SixW82
12711135;conf/ecai/DavidK90
12711136;conf/aaai/LiuF90
12711137;journals/ai/Rymon96
12711138;journals/ai/WickT92
12711139;conf/aaai/CorkillGM86
12711140;journals/ipl/Abiteboul89
12711141;books/el/leeuwen90/Apt90
12711142;conf/stoc/CosmadakisGKV88
12711143;journals/jlp/Ioannidis92
12711144;journals/jacm/IoannidisW91
12711145;conf/pods/RamakrishnanSUV89
12711146;journals/algorithmica/UllmanG88
12711147;journals/is/Jakobsson80
12711148;conf/fodo/OmiecinskiLA89
12711149;conf/sigir/OmiecinskiS84
12711150;journals/bit/ScheuermannPO89
12711151;conf/vldb/Soderlund81
12711152;conf/vldb/LumGSTJSFTYRKNSABJ79
12711153;conf/bncod/Souza86
12711154;conf/er/CivelekDS88
12711155;conf/er/DietL89
12711156;conf/er/BouzeghoubC90
12711157;conf/vldb/NavatheG82
12711158;conf/icde/ManninoE84
12711159;conf/sigmod/BiskupC86
12711160;conf/icdt/Convent86
12711161;journals/vldb/SpaccapietraPD92
12711162;conf/icde/ParentS84
12711163;journals/tse/ParentS85
12711164;conf/er/ParentRYS89
12711165;conf/sigmod/MotroB81
12711166;books/mg/CannanO93
12711167;journals/dke/LorentzosPS95
12711168;journals/tkde/Lorentzos94
12711169;journals/cj/LorentzosPS94
12711170;conf/dexa/LorentzosM94
12711171;journals/jlp/CadoliS93
12711172;journals/jcss/KolaitisP91
12711173;conf/pods/Schlipf90
12711174;conf/lics/BidoitF87
12711175;journals/iandc/BidoitF91
12711176;journals/ipl/Sacca96
12711177;journals/logcom/Gottlob92
12711178;conf/aaai/Stillman92
12711179;conf/birthday/AbiteboulV92
12711180;conf/pods/EiterGM94
12711181;journals/logcom/Stewart91
12711182;conf/ijcai/Poole89
12711183;journals/logcom/ConsoleDT91
12711184;journals/jacm/EiterG95
12711185;journals/jcss/CadoliL94
12711186;conf/pods/EiterG93
12711187;journals/siamcomp/Immerman87
12711188;journals/tcs/Stockmeyer76
12711189;journals/mst/Lynch82
12711190;journals/tcs/BidoitF91
12711191;journals/ai/KautzS91
12711192;conf/lpnmr/SakamaI93
12711193;journals/siamcomp/Wagner90
12711194;journals/jacm/MarekT91
12711195;journals/jcss/Sacca97
12711196;conf/dood/CorciuloGP93
12711197;journals/tkde/FernandezGS94
12711198;journals/computer/HursonPC93
12711199;journals/ipl/LeissJ86
12711200;conf/icse/Basili90
12711201;journals/tse/Coulter83
12711202;journals/tse/CurtisSMBL79
12711203;journals/ac/Halstead79
12711204;journals/spe/HenryK84
12711205;journals/cacm/KearneySTGA86
12711206;journals/ijmms/ONealE93
12711207;journals/tc/ChenL84
12711208;journals/tse/ChenL85
12711209;journals/tse/ChenL89
12711210;journals/tkde/ChenY94
12711211;journals/tc/ChuH82
12711212;journals/tods/GoodmanS82
12711213;journals/tois/HevnerWY85
12711214;journals/tkde/PerrizoLH89
12711215;conf/icde/Sacco84
12711216;journals/tods/ShashaW91
12711217;journals/tkde/SunY94
12711218;conf/icde/WangL86
12711219;conf/icde/WangLC91
12711220;journals/ijmms/AlexanderFSRM87
12711221;conf/aaai/ChandrasekaranM82
12711222;conf/ijcai/ThompsonJM83
12711223;conf/wmrd/BarbaraG90
12711224;conf/icde/HsuS91
12711225;conf/vldb/KorthLS90
12711226;conf/sigmod/KorthS88
12711227;conf/pods/KrishnakumarB91
12711228;conf/ride/PuL92
12711229;conf/wmrd/ShethR90
12711230;journals/ibmrd/Hall76
12711231;journals/tods/WongY76
12711232;books/aw/Date77
12711233;books/cu/DunnE82
12711234;journals/tkde/HolderC93
12711235;books/mit/PF91/HoschkaK91
12711236;conf/vldb/MannilaR87
12711237;conf/usenix/Ousterhout90
12711238;journals/tkde/ShekharHKC93
12711239;conf/icde/WahL84
12711240;conf/berkeley/YuLCC82
12711241;journals/tse/YuCTBL85
12711242;journals/tc/YuGZTBC87
12711243;conf/edbt/AndriesGPTB92
12711244;conf/er/83
12711245;conf/ids/GemisPT92
12711246;conf/sigmod/GyssensPG89
12711247;conf/vldb/KingM84
12711248;conf/pods/90
12711249;conf/icde/SarathySG93
12711250;conf/er/UrsprungZ83
12711251;conf/pods/BusscheP91
12711252;conf/focs/BusscheGAG92
12711253;journals/spe/DandamudiS86
12711254;journals/bit/Hinrichs85
12711255;conf/pods/OukselS83
12711256;journals/cacm/RothnieL74
12711257;conf/vdb/BatiniCCL91
12711258;conf/vdb/Catarci91
12711259;journals/jiis/CatarciCS94
12711260;journals/is/CatarciSA93
12711261;journals/tse/Chang90a
12711262;conf/sigmod/Cruz92
12711263;journals/csur/JarkeV85
12711264;journals/is/AuerHLLSSSTZ81
12711265;journals/ipl/BatainehOS91
12711266;conf/vldb/DeWittNS91
12711267;conf/sigir/FriederS91
12711268;conf/icdcs/LiuC82
12711269;journals/cj/MartinLR90
12711270;journals/tods/SchkolnickT85
12711271;journals/is/ManninoNE88
12711272;journals/tkde/GotthardLN92
12711273;conf/ddss/BreitbartT84
12711274;journals/cj/DeenNV81
12711275;conf/ddss/DeenAT84
12711276;journals/cj/DeenAOT85
12711277;journals/cj/DeenAT87
12711278;journals/dke/KrishnamurthySLMB88
12711279;conf/ddss/StaniszkisKKKMT84
12711280;conf/ddss/WongB84
12711281;conf/jcdkb/JakobsonPLRH88
12711282;journals/is/SimoviciS89
12711283;journals/dke/ReddyPG95
12711284;conf/ride/ReddySG93
12711285;conf/er/JohannessonK89
12711286;journals/ijmms/Pawlak84a
12711287;journals/ijmms/YasdiZ88
12711288;conf/aaai/Aikins80
12711289;conf/vldb/AlbanoBGO93
12711290;conf/vldb/BachmanD77
12711291;conf/adb/BaralisCMP94
12711292;journals/debu/GeorgakopoulosHMBHNH93
12711293;conf/spieSR/HuangLLX96
12711294;journals/is/Kerschberg90
12711295;conf/ngits/LiL93
12711296;conf/vldb/LiS92
12711297;conf/oopsla/Lieberman86
12711298;journals/computer/PalmerF94
12711299;journals/tkde/Roman90
12711300;conf/dexa/Rupietta90
12711301;conf/eds/StonebrakerH88
12711302;journals/cacm/WeitzelK89
12711303;conf/ecoop/WieringaJS94
12711304;conf/vldb/DanDY90
12711305;conf/icde/DanYC93
12711306;journals/is/Rahm86
12711307;conf/sigmod/CareyFLS91
12711308;journals/tc/DanYD94
12711309;conf/icdcs/Rahm93
12711310;conf/sp/Burns90
12711311;conf/sp/JajodiaS90
12711312;conf/sigmod/JajodiaS91
12711313;conf/dbsec/LuntH90
12711314;journals/tods/WinslettSQ94
12711315;journals/compsec/Wiseman90
12711316;conf/dbsec/Wiseman90
12711317;journals/aim/Patel-SchneiderOKGMMMNSY90
12711318;journals/ai/Swartout83
12711319;conf/aaai/SwartoutN86
12711320;conf/aaai/Mark80
12711321;conf/aaai/Yen90
12711322;journals/ai/Nebel90
12711323;journals/debu/ChakravarthyM82
12711324;conf/adbt/GrantM79
12711325;books/sp/kimrb85/Kim85
12711326;books/mk/EppingerMS91
12711327;journals/cacm/Lampson73
12711328;conf/icde/KeefeTS90
12711329;journals/tc/Cristian82
12711330;conf/pods/BeeriNRST87
12711331;conf/popl/FongU76
12711332;conf/parle/Gonzalez-RubioRB87
12711333;conf/iclp/Helm87
12711334;conf/pods/ImielinskiN88
12711335;conf/vldb/KuittinenNSS90
12711336;conf/slp/MaherR89
12711337;conf/popl/PaigeS77
12711338;conf/iclp/Ramakrishnan88
12711339;journals/ngc/RohmerLK86
12711340;conf/slp/SchmidtKGB87
12711341;conf/ijcai/WeissI91
12711342;journals/ipl/BlumerEHW87
12711343;conf/aaai/FayyadI90
12711344;books/mk/WeissK90
12711345;journals/tkde/Hong97a
12711346;books/mit/fayyadPSU96/ApteH96
12711347;conf/kdd/MehtaRA95
12711348;conf/icde/AlyO89
12711349;conf/dood/HanH89
12711350;journals/tse/HanL91
12711351;conf/parbase/LeeL90
12711352;journals/expert/LeungL88
12711353;conf/dexa/LuL90
12711354;conf/jcdkb/YounHH88
12711355;conf/vldb/Selinger93
12711356;journals/ai/Carbonell89
12711357;conf/ac/Biermann85
12711358;journals/tkde/CerconeT93
12711359;conf/ieaaie/KeA90
12711360;journals/cj/Michie91
12711361;journals/tc/Friedman77
12711362;journals/jcss/MannilaR86
12711363;conf/icde/BittonMT89
12711364;conf/adbt/BraP82
12711365;journals/sigmod/Furtado81
12711366;journals/sigmod/BraP82
12711367;books/bc/AtzeniA93
12711368;conf/er/RoddickCR93
12711369;conf/aaai/KahnKP87
12711370;journals/computer/Hwang85
12711371;journals/computer/Subcommitee88
12711372;journals/jacm/Urquhart87
12711373;journals/is/Baeza-Yates90
12711374;journals/iandc/WoodEZM82
12711375;journals/acta/Yao78
12711376;conf/ssd/93
12711377;conf/ssd/CuiCR93
12711378;journals/gis/EgenhoferCF94
12711379;journals/gis/EgenhoferF95
12711380;conf/ssd/95
12711381;conf/cosit/93
12711382;conf/cosit/95
12711383;conf/gis/Freksa92
12711384;journals/jasis/Gluck94
12711385;journals/tog/GuibasS85
12711386;conf/cosit/Hernandez93
12711387;conf/cosit/HernandezCF95
12711388;conf/stoc/HopcroftW74
12711389;conf/ssd/HuangS93
12711390;conf/ssd/KuijpersPB95
12711391;journals/ai/ReiterM89
12711392;conf/cosit/Schlieder95
12711393;conf/ssd/SharmaF95
12711394;journals/siamcomp/Tamassia87
12711395;conf/cosit/Zimmermann93
12711396;conf/nossdav/Ferrari91
12711397;journals/tc/RamanathanKS90
12711398;journals/cacm/DupuySYB90
12711399;conf/nossdav/SmitH92
12711400;journals/cj/AgrawalA90
12711401;journals/tkde/AgrawalA90
12711402;journals/jacm/Rabin89
12711403;conf/srds/RandellD86
12711404;journals/expert/Delcambre88
12711405;journals/sigmod/DelcambreWE89
12711406;conf/eds/88
12711407;conf/dpds/RaschidSL88
12711408;journals/jlp/Rschid94
12711409;conf/fsttcs/BlairS87
12711410;journals/tcs/GenrichL81
12711411;conf/mfcs/GenrichT76
12711412;journals/ai/BobrowKKNTW77
12711413;journals/coling/Carberry88
12711414;journals/ai/Charniak88
12711415;conf/jcdkb/Codd78
12711416;journals/computer/Kellogg86
12711417;conf/aaai/Levine90
12711418;conf/aaai/LochbaumGS90
12711419;journals/ai/McKeown85
12711420;conf/ijcai/MoerdlerME87
12711421;conf/aaai/MooreS90
12711422;journals/ai/McDermott80
12711423;conf/ijcai/Quilici89
12711424;journals/ai/Reichman-Adar84
12711425;conf/icde/Shin91
12711426;journals/coling/WeischedelS83
12711427;conf/vldb/BlankinshipHY91
12711428;conf/icde/CarlisM84
12711429;journals/tse/CornellY89
12711430;journals/csur/March83
12711431;journals/ipl/PalviaM84
12711432;journals/sigmod/Teorey89
12711433;journals/tods/WolfsonM91
12711434;conf/sigmod/YaoD78
12711435;journals/tse/YuGBC89
12711436;conf/icse/Barstow88
12711437;journals/toplas/BossiCD90
12711438;journals/jlp/Debray89
12711439;journals/jlp/DebrayW88
12711440;journals/jlp/HermenegildoWD92
12711441;conf/slp/MannilaU87
12711442;conf/slp/Reddy84
12711443;conf/iclp/TamakiS84
12711444;conf/iclp/Bruynooghe82a
12711445;conf/slp/BruynoogheJCD87
12711446;journals/jlp/Mellish85
12711447;journals/dke/SellisRMF88
12711448;journals/ml/AngluinFP92
12711449;journals/amai/BorosCH90
12711450;journals/amai/ChandruCHMS90
12711451;conf/aaai/ColombC90
12711452;journals/ai/DechterP92
12711453;journals/jlp/DowlingG84
12711454;journals/ipl/HammerK92
12711455;journals/ai/HammerK93
12711456;journals/jacm/Lewis78
12711457;journals/ipl/Minoux88
12711458;conf/aaai/SelmanK91
12711459;journals/tse/DittrichL88
12711460;journals/toplas/FraserM87
12711461;journals/cacm/Heckel78
12711462;journals/tse/Rochkind75
12711463;journals/spe/Tichy85
12711464;journals/tse/YauT87
12711465;conf/pods/YuR88
12711466;conf/pods/YuR90
12711467;journals/ngc/ConsoleR89
12711468;journals/ai/Kleer86a
12711469;conf/fgcs/DincbasP84
12711470;conf/iclp/Shintani88
12711471;conf/lp/ShintaniKHT86
12711472;conf/kdd/AgrawalMSSAB96
12711473;books/mit/fayyadPSU96/BrachmanA96
12711474;conf/kdd/ChanS95
12711475;books/mit/fayyadPSU96/CheesemanS96
12711476;books/mit/fayyadPSU96/Dzeroski96
12711477;books/mit/fayyadPSU96/ElderP96
12711478;books/mit/fayyadPSU96/Gaines96
12711479;conf/cikm/Han95
12711480;conf/kdd/HanF94
12711481;conf/kdd/HanFWCGKLLRSXZ96
12711482;conf/kdd/ImielinskiVA96
12711483;books/ph/JainD88
12711484;books/mit/fayyadPSU96/Klosgen96
12711485;conf/icde/LiYC96
12711486;books/mit/fayyadPSU96/MatheusPM96
12711487;journals/jiis/MichalskiKKR92
12711488;books/mit/PF91/OLeary91
12711489;books/mit/fayyadPSU96/FayyadPS96
12711490;conf/sigmod/SelfridgeSW96
12711491;conf/focs/GuibasO77
12711492;conf/isca/Gonzalez-RubioRT84
12711493;conf/isca/TakahashiYNM86
12711494;conf/srds/EllisF83
12711495;journals/spe/MullenderT84
12711496;conf/sosp/Satyanarayanan81
12711497;conf/sosp/SatyanarayananHNSSW85
12711498;conf/icdcs/SheltzerLP86
12711499;conf/sosp/WalkerPEKT83
12711500;journals/tkde/Papadimitriou94a
12711501;conf/focs/ArgeV96
12711502;journals/vldb/LandauST95
12711503;conf/deductive/TsurON90
12711504;journals/debu/Tsur90
12711505;books/eh/campbell84/BruynoogheP84
12711506;conf/iclp/BruynoogheJ88
12711507;conf/fpca/Debray85
12711508;conf/slp/DebrayW86
12711509;conf/icde/GooleyW88
12711510;conf/iclp/Mellish86
12711511;journals/ai/MycroftO84
12711512;journals/ai/SmithG85
12711513;conf/iclp/Somogyi87
12711514;conf/vldb/Warren81
12711515;conf/sigmod/Annevelink91
12711516;conf/icde/GuoSL91
12711517;conf/dood/ShawZ89
12711518;journals/debu/Takizawa83
12711519;conf/vldb/ArefS91
12711520;journals/tse/Faloutsos88
12711521;journals/tkde/ZhouD95
12711522;books/mit/AitKaci91
12711523;conf/iccs/Levinson94
12711524;conf/aaai/LevinsonS91
12711525;conf/iccs/MugnierC93
12711526;journals/tcs/Han94
12711527;conf/ijcai/HanFT95
12711528;conf/kdd/HwangF95
12711529;journals/sigplan/BobrowMGKKM88
12711530;conf/icde/KimKD89
12711531;journals/computer/Moon87
12711532;journals/cacm/Spector82
12711533;books/aw/kimL89/TarltonT89
12711534;journals/sigops/Traiger82
12711535;journals/ipm/BrysonNM94
12711536;journals/tkde/WongL94
12711537;conf/vldb/MaindrevilleS88
12711538;journals/dke/LambrichtsNPP90
12711539;conf/sigmod/Sheng90
12711540;conf/icdt/Beeri88
12711541;conf/fmldo/PeelmanPT91
12711542;conf/ijcai/Shapiro71
12711543;conf/ijcai/Hendrix75
12711544;journals/spe/KimKS88
12711545;conf/vl/StaesTT91
12711546;conf/pods/AbiteboulSV90
12711547;conf/sigmod/StonebrakerRLGCB90
12711548;journals/debu/CeriFP94
12711549;conf/rules/FraternaliP93
12711550;conf/fmldo/KaradimceU91
12711551;conf/adbt/NicolasY77
12711552;conf/ride/ScheweT94
12711553;journals/ai/Cooper90
12711554;conf/aaai/Pearl82
12711555;conf/iclp/BruffaertsH88
12711556;journals/expert/ChandrasekaranTJ89
12711557;journals/expert/WickS89
12711558;conf/ijcai/HadzikadicY89
12711559;journals/ml/Langley87a
12711560;journals/jacm/BeeriV84
12711561;conf/iclp/DincbasSH88
12711562;conf/ecai/DincbasSH88
12711563;journals/jcss/DobkinL79
12711564;journals/jacm/Imielinski91
12711565;journals/amai/Imielinski91
12711566;journals/jcss/ImielinskiMV95
12711567;conf/dood/ImielinskiNV91
12711568;journals/jlp/MinkerR90
12711569;journals/jacm/Reingold72
12711570;journals/jcss/Vardi86
12711571;conf/pods/YuanC89
12711572;journals/tcs/Ait-Kaci86
12711573;conf/db-workshops/Brodie85a
12711574;conf/icdt/KiferL86
12711575;journals/tods/KiferL90
12711576;books/eh/campbell84/Pereira84
12711577;conf/sigmod/SaccaZ87
12711578;conf/sigmod/Ullman85
12711579;conf/aaai/ApteH86
12711580;journals/ai/DeCoste91
12711581;conf/ijcai/DoyleS89
12711582;conf/aaai/NishidaMKD91
12711583;conf/aaai/Schaefer91
12711584;conf/aaai/Wellman87
12711585;journals/ijmms/Boose85
12711586;journals/jar/Bundy85
12711587;journals/ijmms/MamdaniE84
12711588;journals/ai/Frisch91
12711589;conf/csl/Hahnle90
12711590;journals/toplas/JaffarMSY92
12711591;journals/jar/KiferL92
12711592;conf/focs/KrausL83
12711593;conf/iclp/LeachL94
12711594;conf/adc/LefebvreBT93
12711595;journals/iandc/LehmannS82
12711596;conf/ismis/MurrayR93
12711597;journals/jar/WeigertTL93
12711598;conf/pods/GonnetL82
12711599;journals/jacm/GonnetL88
12711600;journals/cacm/LarsonK84
12711601;journals/jacm/Larson83
12711602;conf/sigmod/LoR94
12711603;conf/icde/LuH92
12711604;conf/sigmod/Orenstein90
12711605;conf/ssd/Orenstein91
12711606;conf/icde/Gunther93
12711607;conf/ssd/LoR95
12711608;journals/tse/BabaogluD85
12711609;journals/tocs/Babaoglu87
12711610;conf/podc/Bar-NoyDDS87
12711611;journals/jacm/BrachaT85
12711612;conf/focs/Dolev81
12711613;journals/jal/Dolev82
12711614;journals/jacm/DolevR85
12711615;journals/siamcomp/DolevS83
12711616;journals/jacm/DolevDS87
12711617;conf/srds/Ezhilchelvan87
12711618;journals/ipl/FischerL82
12711619;conf/fct/Fischer83
12711620;journals/tc/KopetzO87
12711621;journals/toplas/LamportSP82
12711622;conf/podc/LamportM84
12711623;conf/sosp/PopekWCERT81
12711624;journals/jacm/SrikanthT87
12711625;journals/siamcomp/TouegPS87
12711626;journals/ipl/TurpinC84
12711627;conf/vldb/Cammarate81
12711628;journals/sigmod/OHareS89
12711629;journals/tse/BendifallahS87
12711630;conf/icse/BendifallahS01
12711631;conf/icse/CurtisKSI87
12711632;journals/cacm/CurtisKI88
12711633;journals/tois/GersonS86
12711634;conf/sde/HuffL88
12711635;conf/icse/HumphreyK01
12711636;journals/ac/KlingS82
12711637;conf/icse/Osterweil87
12711638;journals/tse/Scacchi84
12711639;conf/icse/Williams88
12711640;journals/sigmod/Snodgrass86
12711641;journals/tods/MarchS77
12711642;conf/vldb/Galindo-LegariaPK94
12711643;conf/vldb/HasanM94
12711644;conf/vldb/IoannidisNSS92
12711645;journals/tkde/LinOY94
12711646;conf/edbt/MorzyMS94
12711647;conf/vldb/ShekitaYT93
12711648;conf/parle/SpiliopoulouCH93
12711649;conf/europar/SpiliopoulouF96
12711650;journals/is/SpiliopoulouH92
12711651;conf/parle/SpiliopoulouHV92
12711652;journals/vldb/ZianeZB93
12711653;journals/jcss/AgrawalA95
12711654;journals/tods/BadrinathR92
12711655;journals/tse/BernsteinSW79
12711656;conf/pods/CareyKL90
12711657;journals/jacm/Hadzilacos88
12711658;journals/jacm/Korth83
12711659;journals/jacm/SilberschatzK80
12711660;journals/csur/Verhofstad78
12711661;journals/ipl/NegriP85
12711662;conf/icde/Soloviev93
12711663;conf/ijcai/AndersenOJJ89
12711664;conf/ijcai/AndreassenWFA87
12711665;conf/kr/BenferhatDP92
12711666;journals/ijmms/BonissoneT85
12711667;journals/jlp/DemolombeC88
12711668;conf/ijcai/Dung93
12711669;conf/aaai/Elkan93
12711670;journals/ijmms/Fox81
12711671;journals/dke/GuardalbenL93
12711672;conf/dexa/GunterL94
12711673;conf/ijcai/Halpern89
12711674;conf/ecsqaru/Heinsohn91
12711675;conf/ijcai/Konolige89
12711676;journals/ai/Konolige88
12711677;journals/dke/KornatzkyS94
12711678;journals/ai/LaskeyL89
12711679;journals/dke/LeungWL89
12711680;conf/kr/LinS89
12711681;journals/ijmms/Morrissey92
12711682;journals/sigmod/Motro90
12711683;conf/sigir/Nie92
12711684;journals/ai/Nilsson93
12711685;journals/tkde/Pittarelli94
12711686;journals/ai/Pollack92
12711687;journals/ai/Poole93
12711688;journals/is/Prade84
12711689;conf/ecai/Provan88
12711690;journals/cj/Quinlan83
12711691;conf/aaai/Saffiotti92
12711692;conf/aaai/Saffiotti90
12711693;journals/ijmms/SchockenH93
12711694;journals/ai/SucarGG93
12711695;conf/sigir/TurtleC90
12711696;journals/cj/WaughWKSC90
12711697;journals/dke/WilliamsK88
12711698;journals/computer/Zadeh83
12711699;conf/pods/Zaniolo82
12711700;journals/sigmod/Zicari90
12711701;conf/eds/Zvieli86
12711702;conf/kr/GruberO94
12711703;conf/ijcai/LanderL93
12711704;conf/aaai/KhedroG94
12711705;conf/aaai/FoxAS82
12711706;conf/aaai/EphratiR91
12711707;conf/ijcai/ZlotkinR93
12711708;conf/lpnmr/BellNNS93
12711709;conf/icdt/BidoitL90
12711710;conf/slp/BolD93
12711711;journals/jlp/ChenW93
12711712;conf/aaai/Eshghi90
12711713;conf/iclp/EshghiK89
12711714;conf/aaai/Gelfond87
12711715;conf/iclp/InoueS93
12711716;conf/ijcai/PereiraAA91
12711717;conf/slp/PimentelC89
12711718;conf/slp/RameshC94
12711719;journals/jlp/Ross92
12711720;conf/iclp/SatohI92
12711721;conf/fsttcs/StuckeyS93
12711722;journals/tkde/SubrahmanianNV95
12711723;journals/iandc/ReitboeckB69
12711724;journals/computer/WidrowW88
12711725;conf/icde/GelenbeH86
12711726;conf/sigmod/Imielinski86
12711727;conf/mfcs/Lipski77
12711728;conf/sigir/MorrisseyR87
12711729;journals/tods/RajuM88
12711730;conf/icde/Tzvieli88
12711731;journals/ibmrd/Sowa76
12711732;journals/is/FiadeiroS86
12711733;journals/tse/WassermanPSK86
12711734;journals/tods/WeltyS81
12711735;journals/ijmms/HansenH87
12711736;conf/aaai/Swartout82
12711737;journals/cacm/Parnas72a
12711738;journals/tse/Cameron86
12711739;journals/computer/Alford85
12711740;journals/ipl/Berztiss87
12711741;conf/aaai/BhatnagarM90
12711742;journals/ml/Cohen92
12711743;conf/aaai/Doyle86
12711744;conf/aaai/Ellman88
12711745;journals/csur/Ellman89
12711746;journals/ml/LairdRN86
12711747;conf/ijcai/MostowP89
12711748;journals/ml/Prieditis93
12711749;conf/aaai/WinstonKBL83
12711750;conf/pods/JohnsonS89
12711751;journals/ipl/MatsliachS90
12711752;conf/icdt/MatsliachS90
12711753;conf/pdis/MatsliachS91
12711754;journals/csur/EnbodyD88
12711755;conf/icde/GuhSY91
12711756;conf/eds/ValduriezK88
12711757;conf/edbt/BertinoFG96
12711758;journals/tapos/BertinoFG97
12711759;conf/time/BertinoFG98
12711760;conf/aaai/Brodie88
12711761;conf/pods/Bry89
12711762;conf/vldb/CeriGL86
12711763;conf/vldb/CeriT87
12711764;conf/edbt/CeriCGLLTZ88
12711765;journals/software/CeriCZLL90
12711766;journals/tse/CeriGW89
12711767;conf/eds/ChangW84
12711768;journals/debu/ChimentiOKTWZ87
12711769;conf/jcdkb/CuppensD88
12711770;conf/fgcs/Fuchi84
