:START_ID;:END_ID
2;12651600
21;12651601
25;12651601
32;12651601
34;12651601
36;12651601
37;12651601
38;12651601
39;12651601
41;12651601
42;12651601
43;12651601
44;12651601
46;12651601
47;12651601
49;12651601
50;12651601
51;12651601
52;12651601
54;12651601
55;12651601
57;12651601
61;12651601
62;12651601
63;12651601
64;12651601
65;12651601
67;12651601
69;12651601
70;12651601
71;12651601
72;12651601
73;12651601
74;12651601
76;12651601
77;12651601
79;12651601
84;12651601
85;12651601
86;12651601
88;12651601
90;12651601
91;12651601
92;12651601
93;12651601
94;12651601
95;12651601
96;12651601
98;12651601
99;12651601
100;12651601
101;12651601
102;12651601
103;12651601
105;12651601
106;12651601
107;12651601
108;12651601
109;12651601
110;12651601
111;12651601
112;12651601
115;12651601
116;12651601
117;12651601
119;12651601
121;12651601
122;12651601
123;12651601
124;12651601
126;12651601
127;12651601
129;12651601
130;12651601
131;12651601
132;12651601
134;12651601
135;12651601
136;12651601
138;12651601
141;12651601
142;12651601
145;12651601
146;12651601
147;12651601
148;12651601
149;12651601
152;12651601
153;12651601
154;12651601
156;12651601
157;12651601
158;12651601
159;12651601
160;12651601
162;12651601
163;12651601
164;12651601
165;12651601
166;12651601
167;12651601
168;12651601
169;12651601
174;12651601
175;12651601
177;12651601
179;12651601
180;12651601
181;12651601
182;12651601
183;12651601
185;12651601
186;12651601
187;12651601
188;12651601
189;12651601
190;12651601
193;12651601
195;12651601
198;12651601
199;12651601
200;12651601
201;12651601
202;12651601
203;12651601
204;12651601
205;12651601
207;12651601
208;12651601
209;12651601
211;12651601
212;12651601
213;12651601
214;12651601
216;12651601
217;12651601
219;12651601
220;12651601
222;12651601
223;12651601
224;12651601
225;12651601
226;12651601
227;12651601
228;12651601
229;12651601
230;12651601
231;12651601
232;12651601
234;12651601
235;12651601
237;12651601
241;12651601
243;12651601
244;12651601
245;12651601
248;12651601
253;12651601
256;12651601
128;12651602
133;12651602
139;12651602
140;12651602
143;12651602
144;12651602
22;12651602
23;12651602
24;12651602
150;12651602
26;12651602
27;12651602
28;12651602
29;12651602
30;12651602
31;12651602
151;12651602
161;12651602
35;12651602
40;12651602
170;12651602
171;12651602
172;12651602
45;12651602
173;12651602
48;12651602
176;12651602
178;12651602
53;12651602
56;12651602
58;12651602
59;12651602
60;12651602
191;12651602
66;12651602
194;12651602
68;12651602
196;12651602
197;12651602
75;12651602
78;12651602
206;12651602
80;12651602
82;12651602
83;12651602
210;12651602
87;12651602
215;12651602
89;12651602
218;12651602
247;12651602
221;12651602
97;12651602
238;12651602
239;12651602
113;12651602
114;12651602
242;12651602
118;12651602
