:ID;editor:string
12665126;Paulo Nazareno Maia Sampaio
12665127;André Santanchè
12665128;Celso A. S. Santos
12665129;Manoel Carvalho Marques Neto
12665130;Renato Lima Novais
12665131;Carlos Ferraz
12665132;Windson Viana
12665133;Marco Antônio Pinheiro de Cristo
12665134;David Fernandes de Oliveira
12665135;Adriano César Machado Pereira
12665136;Fabrício Benevenuto
12665137;Marcelo F. Moreno
12665138;Leonardo Chaves Dutra da Rocha
12665139;Thiago Henrique Silva
12665140;Leyza Baldo Dorini
12665141;Jussara M. Almeida
12665142;Humberto Torres Marques-Neto
12665143;Graça Bressan
12665144;Regina Melo Silveira
12665145;Ethan V. Munson
12665146;André Santanchà
12665147;Maria da Graça Campos Pimentel
12665148;Rogério Ferreira Rodrigues
12665149;Jair C. Leite
12665150;Fábio de Jesus Lima Gomes
12665151;Ricardo de Andrade Lira Rabelo
12665152;César Augusto Camillo Teixeira
12665153;Jussara Marques de Almeida
12665154;Windson Viana de Carvalho
12665155;Mehmet A. Orgun
12665156;Atilla Elçi
12665157;Oleg B. Makarevich
12665158;Sorin A. Huss
12665159;Josef Pieprzyk
12665160;Lyudmila K. Babenko
12665161;Alexander G. Chefranov
12665162;Rajan Shankaran
12665163;Dmitry Popov
12665164;Ludmila K. Babenko
12665165;Pete Burnap
12665166;Ron Poet
12665167;Jaideep Vaidya
12665168;Manoj Singh Gaur
12665169;Rajveer Singh Shekhawat
12665170;Vijaypal S. Dhaka
12665171;Manoj Kumar Bohra
12665172;Virender Singh
12665173;Naghmeh Moradpoor Sheykhkanloo
12665174;Behnam Rahnama
12665175;Yuri Anatolievich Bryukhomitsky
12665176;Siddika Berna Örs
12665177;Muttukrishnan Rajarajan
12665178;Philipp Reinecke
12665179;Naghmeh Moradpoor
12665180;George Theodorakopoulos 0001
12665181;Md. Sadek Ferdous
12665182;Anthony T. S. Ho
12665183;Vijay Laxmi
12665184;Andrei Petrovski 0001
12665185;Virendra Singh
12665186;Daniel Bienstock
12665187;Volker Kaibel
12665188;Oktay Günlük
12665189;Robert E. Bixby
12665190;E. Andrew Boyd
12665191;Roger Z. Ríos-Mercado
12665192;Egon Balas
12665193;Gérard Cornuéjols
12665194;Ravi Kannan
12665195;Viswanath Nagarajan
12665196;Jens Clausen
12665197;Matteo Fischetti
12665198;David P. Williamson
12665199;Karen Aardal
12665200;Bert Gerards
12665201;Friedrich Eisenbrand
12665202;Jochen Könemann
12665203;Giacomo Zambelli
12665204;Alessandro Panconesi
12665205;Jon Lee 0001
12665206;Jens Vygen
12665207;Michel X. Goemans
12665208;José R. Correa
12665209;William H. Cunningham
12665210;S. Thomas McCormick
12665211;Maurice Queyranne
12665212;Mohit Singh
12665213;William J. Cook
12665214;Laura Sanità
12665215;Rainer E. Burkard
12665216;Quentin Louveaux
12665217;F. Bruce Shepherd
12665218;Guillaume Gravier
12665219;Frédéric Béchet
12665220;Gernot Kubin
12665221;Zdravko Kacic
12665222;Paul Dalsgaard
12665223;Børge Lindberg
12665224;Henrik Benner
12665225;Zheng-Hua Tan
12665226;Francisco Lacerda
12665227;Rüdiger Hoffmann
12665228;Jürgen Trouvain
12665229;Helen Meng
12665230;Bo Xu 0011
12665231;Engsiong Chng
12665232;Lei Xie 0001
12665233;Frédéric Bimbot
12665234;Christophe Cerisara
12665235;Cécile Fougeron
12665236;Lori Lamel
12665237;François Pellegrino
12665238;Pascal Perrier
12665239;George Kokkinakis
12665240;Nikos Fakotakis
12665241;Evangelos Dermatas
12665242;B. Yegnanarayana 0001
12665243;Hynek Hermansky
12665244;Honza Cernocký
12665245;Lukás Burget
12665246;Odette Scharenborg
12665247;Petr Motlícek
12665248;Bryan L. Pellom
12665249;Hanseok Ko
12665250;Ronald Böck
12665251;Francesca Bonin
12665252;Ronald Poppe
12665253;Nelson Morgan
12665254;Takao Kobayashi
12665255;Keikichi Hirose
12665256;Nuno Jardim Nunes
12665257;Alberto Rodrigues da Silva
12665258;José Ambrosio Toval Álvarez
12665259;Thomas Baar
12665260;Alfred Strohmeier
12665261;Ana M. D. Moreira
12665262;Stephen J. Mellor
12665263;Lionel C. Briand
12665264;Clay Williams
12665265;Pierre-Alain Muller
12665266;Martin Gogolla
12665267;Cris Kobryn
12665268;Andy Evans
12665269;Stuart Kent 0001
12665270;Jon Whittle 0001
12665271;Grady Booch
12665272;Axel Korthaus
12665273;Andreas Pleuß
12665274;Jan Van den Bergh 0001
12665275;Stefan Sauer 0001
12665276;Stephen Cook 0001
12665277;Karsten Berns
12665278;Daniel Görges
12665279;Carlo Ferraresi
12665280;Giuseppe Quaglia
12665281;Aleksandar Rodic 0001
12665282;Jutta Göers
12665283;Torsten Polle
12665284;Torsten Ripke
12665285;Udo W. Lipeck
12665286;Marc H. Scholl
12665287;Herman Balsters
12665288;Bert O. de Brock
12665289;Hans-Joachim Klein 0001
12665290;Kerstin Schwarz
12665291;Josiane Mothe
12665292;Thi Bich Ngoc Hoang
12665293;Roderick Murray-Smith
12665294;Robert Shorten
12665295;Daniel Slamanig
12665296;Elias P. Tsigaridas
12665297;Zafeirakis Zafeirakopoulos
12665298;Ilias S. Kotsireas
12665299;Dimitris E. Simos
12665300;Chee K. Yap
12665301;Ulrich Rembold
12665302;John R. White
12665303;Lawrence A. Rowe
12665304;Elliott I. Organick
12665305;Henry F. Ledgard
12665306;Robert W. Taylor
12665307;Maurice H. Halstead
12665308;Mary S. Van Deusen
12665309;Harold W. Lawson
12665310;S. Habib
12665311;Earl W. Reigel
12665312;Richard L. Wexelblat
12665313;Stephen C. Johnson
12665314;Paul W. Abrahams
12665315;Frances E. Allen
12665316;Robert M. Graham
12665317;Michael D. Schroeder
12665318;Burt M. Leavenworth
12665319;Gabriella Airenti
12665320;Bruno G. Bara
12665321;Giulio Sandini
12665322;Marco Cruciani
12665323;David Jeff Jackson
12665324;Kenneth G. Ricks
12665325;Martin Törngren
12665326;Martin Edin Grimheden
12665327;Jeff Jackson
12665328;Stavros A. Koubias
12665329;Thilo Sauter
12665330;Maurizio Martina
12665331;Alexandru Iosup
12665332;Radu Prodan
12665333;Alexandru Uta
12665334;Ralf-Peter Mundani
12665335;Leonel Sousa
12665336;Traian Muntean
12665337;Robert Rolland
12665338;Léon Mugwaneza
12665339;Nicolae Tapus
12665340;Dan Grigoras
12665341;Rodica Potolea
12665342;Daniel Grosu
12665343;George Papadopoulos
12665344;Bogdan Iancu
12665345;Radu Razvan Slavescu
12665346;Michael Bader
12665347;Miriam Mehl
12665348;Riqing Chen
12665349;Chunming Rong
12665350;Martin Klein 0001
12665351;Zhiwu Xie
12665352;Tatsuo Ishiguro
12665353;Simon Collart Dutilleul
12665354;Thierry Lecomte
12665355;Alessandro Fantechi
12665356;Anne E. Haxthausen
12665357;Ralf Pinger
12665358;Hongxin Hu
12665359;Seungwon Shin
12665360;Rakesh M. Verma
12665361;Latifur Khan
12665362;Chilukuri K. Mohan
12665363;Ram Krishnan
12665364;Andrew H. Sung
12665365;Gabriel Ghinita
12665366;Maanak Gupta
12665367;Mahmoud Abdelsalam
12665368;Sudip Mittal
12665369;Vassil Roussev
12665370;Barbara Carminati
12665371;Sajad Khorsandroo
12665372;Jaehong Park
12665373;Lujo Bauer
12665374;Ziming Zhao 0001
12665375;Anupam Joshi
12665376;Qi Alfred Chen
12665377;Stephen Huang
12665378;Roland H. C. Yap
12665379;George K. Kostopoulos
12665380;Panagiotis D. Bamidis
12665381;Panagiotis Vlamos
12665382;Manfred Paul
12665383;Satoru Takasu
12665384;Michel Barbeau
12665385;Evangelos Kranakis
12665386;Violet R. Syrotiuk
12665387;Hannes Frey
12665388;Xu Li
12665389;Stefan Rührup
12665390;Maria Rita Palattella
12665391;Stefano Scanzio
12665392;Sinem Coleri Ergen
12665393;Jaroslav Opatrny
12665394;Dario Bruneo
12665395;Salvatore Distefano
12665396;Francesco Longo 0001
12665397;Pedro M. Ruiz
12665398;Jose Joaquin Garcia-Luna-Aceves
12665399;Luigi Alfredo Grieco
12665400;Gennaro Boggia
12665401;Giuseppe Piro
12665402;Yaser Jararweh
12665403;Claudia Campolo
12665404;David Coudert
12665405;David Simplot-Ryl
12665406;Jaime Lloret 0001
12665407;Pietro Manzoni
12665408;Stefan Ruehrup
12665409;Jacek Cichon
12665410;Maciej Gebala
12665411;Marek Klonowski
12665412;Nicolas Montavont
12665413;Georgios Z. Papadopoulos
12665414;Symeon Papavassiliou
12665415;Miguel García-Pineda
12665416;Xiang-Yang Li 0001
12665417;Thomas Kunz
12665418;S. S. Ravi
12665419;Nathalie Mitton
12665420;Alexandre Mouradian
12665421;Kui Wu 0001
12665422;Simone Frattasi
12665423;Nicola Marchetti
12665424;Radu Popescu-Zeletin
12665425;Karl Jonas
12665426;Idris A. Rai
12665427;Adolfo Villafiorita
12665428;Rafik Zitouni
12665429;Max Agueh
12665430;Pelagie Houngue
12665431;Hénoc Soude
12665432;Victor Odumuyiwa
12665433;Adegboyega Ojo
12665434;Charles Onuwa Uwadia
12665435;Régis Saint-Paul
12665436;Alessandro Zorer
12665437;Amreesh Phokeer
12665438;Josiah Chavula
12665439;Assane Gueye
12665440;Nabil Benamar
12665441;Amos Nungu
12665442;Björn Pehrson
12665443;Julianne S. Sansa-Otim
12665444;Tegawendé F. Bissyandé
12665445;Gertjan van Stam
12665446;Gervais Mendy
12665447;Samuel Ouya
12665448;Ibra Dioum
12665449;Ousmane Thiaré
12665450;Marco Zennaro
12665451;Fatna Belqasmi
12665452;Maurice Tchuente
12665453;Oumarou Sié
12665454;Simon Litsyn
12665455;Antoine Lobstein
12665456;Gilles Zémor
12665457;Peter G. Harrison
12665458;Harry A. G. Wijshoff
12665459;Zary Segall
12665460;Patrick W. Dowd
12665461;Herbert D. Schwetman
12665462;Kallol Kumar Bagchi
12665463;Maria Carla Calzarossa
12665464;Krzysztof Grochla
12665465;Ricardo Lent
12665466;Tadeusz Czachórski
12665467;Mariacarla Calzarossa
12665468;Ethan L. Miller
12665469;Carey L. Williamson
12665470;Vijay K. Madisetti
12665471;Xavier Leroy
12665472;Atsushi Ohori
12665473;Robert Harper 0001
12665474;Bernd Reusch
12665475;Huynh Quyet Thang
12665476;Dinh Khang Tran
12665477;Nguyen Trong Giang
12665478;Ismal Khalil
12665479;Son Hong Ngo
12665480;Marc Bui
12665481;Binh Nguyen Thanh
12665482;Son Ngo Hong
12665483;Le Anh Phuong
12665484;Truong Thi Dieu Linh
12665485;Nguyen Thi-Oanh
12665486;Dinh Viet Sang
12665487;Nguyen Ba Ngoc
12665488;Eric Castelli
12665489;Khanh Tran Duc
12665490;Chi Mai Luong
12665491;Viet Tran
12665492;Nguyen Manh Hung
12665493;Nguyen Thuc Hai
12665494;Mireille Ducassé
12665495;Gérard Ferrand
12665496;Susana Muñoz-Hernández
12665497;Yow-Jian Lin
12665498;L. Ümit Yalçinalp
12665499;Markus P. J. Fromherz
12665500;Marc Kirschenbaum
12665501;Anthony J. Kusalik
12665502;Baudouin Le Charlier
12665503;Frédéric Mesnard
12665504;Ulrich Neumerkel
12665505;Anna-Maria Emde
12665506;Jacob Levy
12665507;Alexandre Tessier
12665508;Lisa Singh
12665509;Richard D. De Veaux
12665510;Jennifer Hill
12665511;Zhongfei Zhang
12665512;Michalis Vlachos
12665513;Foster J. Provost
12665514;Tina Eliassi-Rad
12665515;Ciro Cattuto
12665516;Kyle Jamieson
12665517;Ratul Mahajan
12665518;Rui L. Aguiar
12665519;Katherine Guo
12665520;Rittwik Jana
12665521;Ioannis Broustis
12665522;Wenzhong Li
12665523;Xinbing Wang
12665524;Yipeng Zhou
12665525;Lorenzo Bertizzolo
12665526;Xiaoming Fu 0001
12665527;Michele Nogueira
12665528;Xin Wang 0001
12665529;Allan Fowler
12665530;Lindsay Grace
12665531;Kiev Gama
12665532;Oussama Habachi
12665533;Vahid Meghdadi
12665534;Essaid Sabir
12665535;Jean-Pierre Cances
12665536;Ana García Armada
12665537;Mounir Ghogho
12665538;Mérouane Debbah
12665539;Mohamed-Slim Alouini
12665540;Sofie Pollin
12665541;Hicham Medromi
12665542;Mohamed Sadik
12665543;Halima Elbiaze
12665544;Francisco Falcone
12665545;Samson Lasaulce
12665546;Jalel Ben-Othman
12665547;Rachid El Azouzi
12665548;Daniel Sadoc Menasché
12665549;Francesco De Pellegrini
12665550;Mustapha Benjillali
12665551;Ryan K. L. Ko
12665552;Danda B. Rawat
12665553;Jiankun Hu
12665554;Chun I. Fan
12665555;Félix Gómez Mármol
12665556;Chun-I Fan
12665557;Di Jin
12665558;Sougata Mukherjea
12665559;Antonio Ruiz-Martínez
12665560;Peter Müller 0002
12665561;Md. Zakirul Alam Bhuiyan
12665562;Robin Doss
12665563;Jan Knippers
12665564;Niloy J. Mitra
12665565;Lars Hesselgren
12665566;Axel Kilian
12665567;Samar Malek
12665568;Karl-Gunnar Olsson
12665569;Chris J. K. Williams
12665570;Shrikant Sharma
12665571;Johannes Wallner 0001
12665572;Niccolo Baldassini
12665573;Philippe Bompas
12665574;Jacques Raynaud
12665575;Cristiano Ceccato
12665576;Mark Pauly
12665577;Helmut Pottmann
12665578;J. Michael Fitzpatrick
12665579;Milan Sonka
12665580;Joseph M. Reinhardt
12665581;Benoit M. Dawant
12665582;David R. Haynor
12665583;Kenneth M. Hanson
12665584;Elsa D. Angelini
12665585;Bennett A. Landman
12665586;Josien P. W. Pluim
12665587;Martin A. Styner
12665588;Ivana Isgum
12665589;Sébastien Ourselin
12665590;Murray H. Loew
12665591;Yongmin Kim
12665592;Martin Andreas Styner
12665593;Emmanuel Baccelli
12665594;Gustavo Marfia
12665595;Jun Murai
12665596;Charles E. Perkins
12665597;Leandros Tassiulas
12665598;Roozbeh Jafari
12665599;Rong Zheng
12665600;Minkyong Kim
12665601;P. R. Kumar 0001
12665602;Xiuzhen Cheng 0001
12665603;Qun Li
12665604;Dong Xuan
12665605;Andrea Passarella
12665606;Yang Chen 0001
12665607;Michael Sirivianos
12665608;Antonio Pescapè
12665609;Alessio Botta
12665610;Periklis Chatzimisios
12665611;Yu Wang
12665612;Yingshu Li
12665613;Bala Krishna Maddali
12665614;Guangjie Han
12665615;Honggang Wang
12665616;Joel J. P. C. Rodrigues
12665617;Xinwen Fu
12665618;Nan Zhang
12665619;Elizabeth M. Belding
12665620;Eytan H. Modiano
12665621;Saadi Boudjit
12665622;Anis Laouiti
12665623;Nitin H. Vaidya
12665624;M. Scott Corson
12665625;Samir R. Das
12665626;Xiangyang Li
12665627;Sharayu Moharir
12665628;Aditya Gopalan
12665629;Edward W. Knightly
12665630;Carla-Fabiana Chiasserini
12665631;Xiaojun Lin
12665632;Tommaso Melodia
12665633;Eylem Ekici
12665634;Alhussein Abouzeid
12665635;Minghua Chen
12665636;Xiaohua Jia
12665637;Ness B. Shroff
12665638;Peng-Jun Wan
12665639;Hassan Ghasemzadeh 0001
12665640;Krishna Kumar Venkatasubramanian
12665641;Saswati Sarkar
12665642;A. Chockalingam
12665643;D. Manjunath
12665644;Massimo Franceschetti
12665645;Pan Hui 0001
12665646;Nishanth Sastry
12665647;Hongqiang Harry Liu
12665648;Mooi Choo Chuah
12665649;Shaojie Tang
12665650;Sherman X. Shen
12665651;Youxian Sun
12665652;Jiming Chen 0001
12665653;Junshan Zhang
12665654;Gil Zussman
12665655;Yu Wang 0003
12665656;Onur Altintas
12665657;Claudio Casetti
12665658;Raphaël Frank
12665659;Debasish Ghose
12665660;Kamesh Namuduri
12665661;Yan Wan
12665662;Asis Nasipuri
12665663;Yih-Chun Hu
12665664;Sanjay Shakkottai
12665665;Sergio Palazzo
12665666;Raghupathy Sivakumar
12665667;Claudio E. Palazzi
12665668;Mahadevan Gomathisankaran
12665669;Jitendra Padhye
12665670;Gul Agha
12665671;Fiorella de Cindio
12665672;Yves Deswarte
12665673;Frédéric Cuppens
12665674;Lingyu Wang 0001
12665675;Ryôichi Sasaki
12665676;Sihan Qing
12665677;Eiji Okamoto
12665678;Hiroshi Yoshiura
12665679;Yuko Murayama
12665680;Armand Portmann
12665681;Carlos Rieder
12665682;Reinhard Posch
12665683;G. Papp
12665684;Guy G. Gable
12665685;William J. Caelli
12665686;Gurpreet Dhillon
12665687;Fredrik Karlsson 0001
12665688;Karin Hedström
12665689;André Zúquete
12665690;E. Graham Dougall
12665691;Hein S. Venter
12665692;Mariki M. Eloff
12665693;Les Labuschagne
12665694;Jan H. P. Eloff
12665695;Rossouw von Solms
12665696;Michel Dupuy
12665697;Pierre Paradinas
12665698;Marko Hölbl
12665699;Tatjana Welzer
12665700;Stelvio Cimato
12665701;Nora Cuppens-Boulahia
12665702;Anas Abou El Kalam
12665703;Thierry Sans
12665704;Lech J. Janczewski
12665705;Henry B. Wolfe
12665706;Jan Carlsen
12665707;Lech Jan Janczewski
12665708;Hannes Federrath
12665709;Audun Jøsang
12665710;Lynn Futcher
12665711;Janne Merete Hagen
12665712;Adeeb Ghonaimy
12665713;Mahmoud T. El-Hadidi
12665714;Heba Kamal Aslan
12665715;Christian Damsgaard Jensen
12665716;Marianthi Theoharidou
12665717;Stefan Lindskog
12665718;Christian Weber
12665719;Michel Banâtre
12665720;Peter A. Lee
12665721;Gabriel A. Wainer
12665722;Peter G. Kropf
12665723;Linda Ann Riley
12665724;Maryam Davoudpour
12665725;Adriano O. Solis
12665726;Floriano De Rango
12665727;José Luis Risco-Martín
12665728;J. Ian Munro
12665729;Dana Randall
12665730;Howard J. Karloff
12665731;Greg N. Frederickson
12665732;Timothy M. Chan
12665733;Kenneth L. Clarkson
12665734;Vijaya Ramachandran
12665735;Nikhil Bansal 0001
12665736;Clifford Stein 0001
12665737;S. Rao Kosaraju
12665738;Philip N. Klein
12665739;Claire Mathieu
12665740;Shuchi Chawla 0001
12665741;Jeremy T. Fineman
12665742;Michael Mitzenmacher
12665743;Chandra Chekuri
12665744;David B. Shmoys
12665745;Sanjeev Khanna
12665746;Michael E. Saks
12665747;Piotr Indyk
12665748;Joseph (Seffi) Naor
12665749;Niv Buchbinder
12665750;Yuval Rabani
12665751;Martin Farach-Colton
12665752;Inge Li Gørtz
12665753;Daniel Dominic Sleator
12665754;Robert Endre Tarjan
12665755;Tandy J. Warnow
12665756;Robert Krauthgamer
12665757;Moses Charikar
12665758;Hallvard Trætteberg
12665759;Pedro J. Molina
12665760;Francisco V. Cipolla Ficarra
12665761;Kim H. Veltman
12665762;Domen Verber
12665763;Miguel Cipolla-Ficarra
12665764;Florian Kammüller
12665765;Carlos de-Castro-Lozano
12665766;Mauricio Pérez Jiménez
12665767;Emma Nicol
12665768;Andreas Kratky
12665769;Graeme Altmann
12665770;John W. Lamp
12665771;Peter E. D. Love
12665772;Purnendu Mandal
12665773;Ross Smith
12665774;Matthew J. Warren
12665775;Philipp Frischmuth
12665776;Daniel Dietrich
12665777;Marieke Guy
12665778;Jonathan Gray
12665779;Claudia Müller-Birn
12665780;Rufus Pollock
12665781;Sara Wingate Gray
12665782;Dongdai Lin
12665783;Chuankun Wu
12665784;Zhe Liu 0001
12665785;Jiwu Jing
12665786;Yongdong Wu
12665787;Dingyi Pei
12665788;Fuchun Guo
12665789;Yu Yu 0001
12665790;Helger Lipmaa
12665791;Xuejia Lai
12665792;Chi-Hsiang Yeh
12665793;Li-Chun Wang 0001
12665794;Weihua Zhuang
12665795;Olaf Droegehorn
12665796;C.-T. Toh
12665797;Mohua Banerjee
12665798;Anil Seth
12665799;Md. Aquil Khan
12665800;Amaldev Manuel
12665801;Sanjiva Prasad
12665802;Sundar Sarukkai
12665803;Kamal Lodaya
12665804;Shankara Narayanan Krishna
12665805;Yervant Zorian
12665806;Imtinan Elahi
12665807;Ashraf Salem
12665808;E. Michael Maximilien
12665809;Soe-Tsyr Yuan
12665810;Marcelo Fantinato
12665811;Hamid R. Motahari Nezhad
12665812;Hongbing Wang
12665813;Qi Yu 0001
12665814;Yan Wang 0002
12665815;Yuhong Yan
12665816;François Charoy
12665817;Mohamed Mohamed 0001
12665818;Zhongjie Wang
12665819;Sami Bhiri
12665820;Alex Norta
12665821;Walid Gaaloul
12665822;G. R. Gangadharan
12665823;Hoa Khanh Dam
12665824;Fatma Outay
12665825;Amira Alloum
12665826;Marinella Petrocchi
12665827;Mohamed Reda Bouadjenek
12665828;Amin Beheshti
12665829;Xumin Liu
12665830;Abderrahmane Maaradji
12665831;Sami Yangui
12665832;Xiao Liu 0004
12665833;Michael Mrissa
12665834;Liang Zhang 0019
12665835;Aditya Ghose
12665836;Wei Zhang 0098
12665837;Ying Zou 0001
12665838;Fabio Patrizi
12665839;Ivona Brandic
12665840;George Feuerlicht
12665841;Winfried Lamersdorf
12665842;Christian Zirpins
12665843;Marten Schönherr
12665844;Kwei-Jay Lin
12665845;Priya Narasimhan
12665846;Farouk Toumani
12665847;Monther Aldwairi
12665848;Noura Faci
12665849;Lauritz Thamsen
12665850;Hai Dong
12665851;Asit Dan
12665852;Frederic Gittler
12665853;Antonio Vallecillo
12665854;Marc Oriol
12665855;Chi-Hung Chi
12665856;Jun Suzuki
12665857;Eleanna Kafeza
12665858;Hamid Motahari 0001
12665859;Ingolf Krüger
12665860;Lars Braubach
12665861;Juan Manuel Murillo
12665862;Nima Kaviani
12665863;Manuel Lama
12665864;Loli Burgueño
12665865;Aditya K. Ghose
12665866;Samik Basu 0001
12665867;Sanjiva Weerawarana
12665868;Claus Pahl
12665869;Maja Vukovic
12665870;Jianwei Yin
12665871;Daniela Grigori
12665872;Nanjangud C. Narendra
12665873;Olivier Perrin 0001
12665874;Odej Kao
12665875;Massimo Mecella
12665876;Nejib Ben Hadj-Alouane
12665877;Iman Saleh 0002
12665878;George Pallis 0001
12665879;Mohamed Jmaiel
12665880;Anis Charfi
12665881;Sven Graupner
12665882;Yücel Karabulut
12665883;Sam Guinea
12665884;Florian Rosenberg
12665885;Sonia Ben Mokhtar
12665886;Xiao Xue
12665887;Zhangbing Zhou
12665888;Nathalie Hernandez
12665889;Elisa Yumi Nakagawa
12665890;Samir Tata
12665891;Matei Ripeanu
12665892;Paul P. Maglio
12665893;Sio Iong Ao
12665894;Leonid Gelman
12665895;David W. L. Hukins
12665896;Andrew Hunter
12665897;Alexander M. Korsunsky
12665898;Christina Anagnostopoulou
12665899;Miguel Ferrand
12665900;Gábor Terstyánszky
12665901;Tamás Kiss
12665902;Sandra Gesing
12665903;Krzysztof Kurowski
12665904;Malcolm P. Atkinson 0001
12665905;Jens Krüger 0002
12665906;Han-Chieh Chao
12665907;Xingang You
12665908;Zhaoqing Pan
12665909;Alex X. Liu
12665910;Xiaorui Zhang
12665911;Zhihua Xia
12665912;Jinwei Wang
12665913;Zhiqiu Huang
12665914;Junzhou Luo
12665915;Jian Wang
12665916;Alex Galis
12665917;Fabrice Guillemin
12665918;Rogier Noldus
12665919;Filip Idzikowski
12665920;Müge Sayit
12665921;Antonio Manzalini
12665922;Piotr Borylo
12665923;Amina Boubendir
12665924;Muthu Ramachandran
12665925;Robert John Walters
12665926;Gary B. Wills
12665927;Piotr Ostalczyk
12665928;Dominik Sankowski
12665929;Jacek Nowakowski
12665930;Krzysztof J. Latawiec
12665931;Marian Lukaniszyn
12665932;Rafal Stanislawski
12665933;Wojciech Mitkowski
12665934;Jerzy Baranowski
12665935;Agnieszka B. Malinowska
12665936;Dorota Mozyrska
12665937;Lukasz Sajewski
12665938;Stefan Domek
12665939;Pawel Dworak
12665940;John L. Cole
12665941;Dario Di Nucci
12665942;Coen De Roover
12665943;Ali Parsai
12665944;Gulsher Laghari
12665945;Brent van Bladel
12665946;Mike Papadakis
12665947;Maxime Cordy
12665948;Georgios Gousios
12665949;Joseph Hejderup
12665950;Gemma Catolino
12665951;Damian A. Tamburri
12665952;Michael J. Franklin
12665953;Shojiro Nishio
12665954;Klemens Böhm
12665955;Kian-Lee Tan
12665956;Michael P. Papazoglou
12665957;Calton Pu
12665958;Kjetil Nørvåg
12665959;Egemen Tanin
12665960;Xiaofang Zhou
12665961;Rada Chirkova
12665962;Asuman Dogac
12665963;Alexander Buchmann
12665964;Arbee L. P. Chen
12665965;Yannis E. Ioannidis
12665966;Dik Lun Lee
12665967;Raymond T. Ng
12665968;José A. Blakeley
12665969;Yufei Tao 0001
12665970;Goce Trajcevski
12665971;Christopher M. Jermaine
12665972;T. M. Vijayaraman
12665973;Sang Kyun Cha
12665974;Guy M. Lohman
12665975;Anastasios Kementsietsidis
12665976;Marcos Antonio Vaz Salles
12665977;Susan Darling Urban
12665978;Ling Liu 0001
12665979;Andreas Reuter 0001
12665980;Kyu-Young Whang
12665981;Jianjun Zhang 0001
12665982;W. A. Gray
12665983;Per-Åke Larson
12665984;Shahram Ghandeharizadeh
12665985;Jayant R. Haritsa
12665986;Michael J. Carey 0001
12665987;Edward Y. Chang
12665988;Sharad Mehrotra
12665989;Nicola Marsden
12665990;Jennifer A. Rode
12665991;Anne Weibert
12665992;Yasmin B. Kafai
12665993;Rodney A. Brooks
12665994;Hugh F. Durrant-Whyte
12665995;Tamim Asfour
12665996;Eiichi Yoshida
12665997;Jaeheung Park
12665998;Henrik Christensen
12665999;Makoto Kaneko
12666000;Yoshihiko Nakamura
12666001;Ray A. Jarvis
12666002;Alexander Zelinsky
12666003;Nancy M. Amato
12666004;Greg Hager
12666005;Shawna L. Thomas
12666006;Miguel Torres-Torriti
12666007;Cédric Pradalier
12666008;Gerhard Hirzinger
12666009;Masayuki Inaba
12666010;Peter Corke
12666011;Paolo Dario
12666012;Raja Chatila 0001
12666013;Elena B. Kozerenko
12666014;Sebastian Shaumyan
12666015;Mary Qu Yang
12666016;Andreas Herzig
12666017;Sergey Bushuyev
12666018;Vasyl Lytvyn
12666019;Nataliia Kunanets
12666020;Volodymyr Pasichnyk
12666021;Rinovia Simanjuntak
12666022;Edy Tri Baskoro
12666023;Mirka Miller
12666024;H. John Caulfield
12666025;Richard J. Duro
12666026;Vasant G. Honavar
12666027;Mi Lu
12666028;Manuel Graña Romay
12666029;Yuanyuan Yang
12666030;Karl Erich Wolff
12666031;Dmitry E. Palchunov
12666032;Nikolay G. Zagoruiko
12666033;Urs Andelfinger
12666034;Karl-Erik Årzén
12666035;Sophie Quinton
12666036;Marko Bertogna
12666037;Marcus Völp
12666038;Björn B. Brandenburg
12666039;Mikael Asplund
12666040;Michael Paulitsch
12666041;Martina Maggio
12666042;Robert Davis
12666043;Haiming Liu 0002
12666044;Ana Freire
12666045;Max L. Wilson 0001
12666046;Peter E. Lauer
12666047;Hong Jiang
12666048;Qing (Ken) Yang
12666049;Ronald M. Summers
12666050;Bram van Ginneken
12666051;Kensaku Mori
12666052;Horst K. Hahn
12666053;Maryellen L. Giger
12666054;Nico Karssemeijer
12666055;Samuel G. Armato III
12666056;Nicholas A. Petrick
12666057;Stephen R. Aylward
12666058;Lubomir M. Hadjiiski
12666059;Carol L. Novak
12666060;Georgia D. Tourassi
12666061;Georg Grossmann
12666062;Motoshi Saeki
12666063;Flavio Ferrarotti
12666064;Henning Köhler
12666065;Yasushi Kiyoki
12666066;Jean Scholtz
12666067;John Thomas
12666068;Mary Zajicek
12666069;Alistair D. N. Edwards
12666070;Hector Florez
12666071;Ixent Galpin
12666072;Christian Grévisse
12666073;Marcelo León
12666074;José María Díaz Nafría
12666075;Simone Belli
12666076;Sanjay Misra
12666077;Cesar Diaz
12666078;Jaime Chavarriaga
12666079;Douglas W. Cunningham
12666080;Tobias Isenberg 0001
12666081;Gary W. Meyer
12666082;Alan Dunning
12666083;Raquel Paricio
12666084;Holger Winnemoeller
12666085;Lyn Bartram
12666086;Yotam I. Gingold
12666087;Peter Hall 0001
12666088;Victoria Interrante
12666089;Paul Brown
12666090;David Mould
12666091;Donald H. House
12666092;Cindy Grimm
12666093;T. Metin Sezgin
12666094;Pauline Jepp
12666095;Dave Bacon
