author;publication
2515397140;1573833
2139589971;1700909
2395891266;1439875
2719074752;1106092
1975808728;562665
2284288079;816299
2083055377;233935
57737970;621293
2402478427;1287788
2108714970;1803942
2209330204;1018374
2108113980;605810
199276077;1312587
2115537397;56467
2629858618;1358953
1989208940;1091
2043148907;1074404
2146752353;1024814
2557323978;487783
2092011127;1104220
1221493752;95068
403308764;1537476
2507704836;824020
2300696376;221287
2087896892;1221498
2029505915;702972
1966776278;1696001
1512934884;1557031
1209010177;143119
2130242471;1677821
2060174813;1295694
2125249900;824020
213875385;1257266
2689314450;1269823
2040918890;1341035
2099891931;938741
2161167556;376474
2113193169;708858
2932232391;1307992
2137802269;267728
2256470939;1426046
2402885257;336100
2938556837;1435983
2557910308;1103124
2106467035;1384677
2719208086;1423516
2121496889;217802
2097391590;1180520
2129338088;1585681
2135304699;845840
2497966988;971366
1262027015;223002
1976511566;1557874
2020165729;434796
2095900866;148875
2169399073;1393469
1977782221;822699
1978361091;287947
2398061403;1558196
2471901525;1456570
302929217;244475
252775750;1478454
2121236212;237040
2630338897;674499
2400571477;1193714
2123038520;474464
2395509337;717609
1979876342;771098
2670840203;171006
2118962547;846542
2403725743;1560863
2169227481;1126833
77678245;715329
2087856871;1364572
2713528171;1679810
2942340809;173821
2034674392;1221498
2107380336;221287
2404272778;429510
160035103;1452476
2110649357;1543088
2630479535;1086253
296596521;806442
2687119130;258555
2632763321;74721
2424997715;176769
2164352790;743434
726544989;220998
2123165802;1380946
2164208049;1555794
2304492444;1353223
213228041;376474
2309832292;533918
2687098427;1194461
2042667990;1484827
2616896884;1174532
2099762205;1452476
339049913;1797556
2094383863;439701
2042658778;1137530
22492467;15548
156169523;675534
2161678426;772901
2564538775;1366722
298400862;1140107
2235248061;1426667
2278499221;430170
2030694586;185553
2003680664;764940
2124547385;1573833
2110250937;320944
587263209;1172845
2479229934;1307349
2142062355;474464
215839793;783033
2406813477;1244547
2404053045;804069
2110057345;1253795
2150460791;1571182
2651383140;1604742
1509219429;77161
2303957734;210635
2055648147;603151
2689212725;669893
2130383481;852957
2017228807;40845
2117897161;867361
2662439323;1444155
2696583577;1636197
2058256753;703288
2162211434;1113407
2042412137;1131059
2121322151;149980
2111055260;471357
2309999102;149980
2032398670;1599876
2648391652;311502
2495196355;1640642
216611935;1350866
2974188223;363116
295809669;1257502
2104852094;302370
2693220179;909340
2124106111;953868
2231082331;875054
233050278;1056348
2668358157;161441
2242930301;1144321
2644593992;398077
2408481652;257391
465655664;1442764
181506914;49843
287036867;1365286
2111624923;1435983
2181238288;1078805
2394564856;1529716
2084170874;1669984
2128565744;1519481
151218060;989627
2394986182;959509
2124927549;94496
2067095582;539917
2650240485;1150432
2323075243;670148
2038236322;144733
1998231181;1475749
2154702025;1650738
2698367967;802377
2062849699;1063894
2270661123;1610527
1303555294;199007
2674076745;806442
2471798508;1353223
2110743092;1672743
2253141204;1086253
2398393305;1403037
2101552792;1047238
2496913239;489504
2288497910;1576864
2096081279;959078
2792780026;746710
2303331168;1048515
2155709014;1165981
2400742047;1006438
2018111571;1549905
2443435439;986644
2986220021;297098
106486015;1056348
2135459124;263297
608193906;83404
2601104030;1405747
2617415083;94238
2200034903;372240
2097251728;198227
2647021552;842930
2124061859;628729
2304703551;933995
2776268300;852874
2121584567;763243
2018183158;557480
2194745422;562665
2028546553;1272897
256856704;232572
2973510153;1442736
2635396112;138457
2156476857;376474
2715944605;670472
2648152139;685073
2054649867;442490
699072579;82554
1727059595;808499
2100033147;1022019
2917431431;1572317
2555031547;1361815
2666879185;1676246
7531979;1278913
2481670439;403334
2012687824;1769274
2401888580;899731
2011763083;1354071
2082222046;1238551
2150011549;1291450
390930505;563404
2640771412;1072439
2404438944;13205
2345390987;1010600
2686009520;773737
2122010865;153917
2167714175;1457765
2974268092;48405
2511833135;395173
2309775805;1239507
2985993671;92058
2779758332;1700909
2127916959;1366435
2026369285;1013863
2106841064;941119
2707890266;1453948
2142917355;639332
17893755;143119
2640038992;1531151
2150883838;755721
2893740186;313239
1944438646;1549602
2428665111;1110498
1847390017;1268785
2162553974;1689283
2118203593;95816
1718287272;1441238
2116146676;1448152
2258051433;1600357
735370458;1768435
1979856766;81804
63651563;1449118
2115623550;1024814
2656754807;998294
2664801202;1330140
2092211201;134560
2129898245;1242355
376401145;40380
2132304071;876610
2265930772;1707499
2110706514;1223409
2114327378;237040
1873538321;885045
2648202377;1562509
2035997268;256357
2096618501;302370
2124492793;1361815
2113753638;149844
2716318524;1384677
2920747305;1502707
2156775842;1666515
1877757884;1539027
1968885353;38130
2973751702;1383834
2441287259;1682350
2113574951;1031492
2077878096;1817027
2408729746;642410
2719465146;1268304
2503976390;1349526
2251168753;458772
2214423199;1287788
2974692635;1380946
2498371483;356647
34070852;389256
2662807378;1283987
2302899192;461413
62085423;1159246
2096382235;1658827
2132343087;1713610
2133486062;844961
2167348271;678483
2703432882;1366722
2915733595;205867
1996250700;251746
2117709049;1327162
2108392575;687619
2105039893;314725
2710543934;820964
2529038212;1679810
2154320332;1010108
2681254416;480945
2143081974;159118
2694421822;909340
2173792528;72095
2807402647;1699565
2113075142;520826
2395108992;471357
17252502;956042
2172969098;1304089
1211427809;35048
2685653610;1550618
2616646230;1536250
2713044810;1193714
2310107140;1104048
1781465799;763243
306795320;1319706
2420533063;1796106
217931797;1455769
2947455630;700355
2127684591;93427
2776289644;1661019
2032107906;1347062
282658983;232572
2793328468;749663
2108043541;1177723
2059154842;108390
2153620303;268777
1167770281;539049
2274380264;521312
2711042721;253597
2105991235;1221552
2153403518;1046654
2157848369;1253795
2011622855;1476190
1982154059;927230
236129175;144733
1751308049;584704
691872599;373515
2302449156;1307349
2398724190;1604742
2223291059;1815571
2333332424;1497272
2707877731;886613
2974080780;1436831
2715413700;107151
2107785994;1003506
2657324184;372240
2405243891;1424318
2815471056;345137
2095636841;241752
2118966844;181847
2277458669;1722903
2479820808;244475
2168399751;1083924
2040599945;1770742
2259020723;449364
2091504235;274954
2710048833;1693126
2034370060;1521045
320919012;1466209
2950769358;1766746
35741249;954689
2172181504;1441168
1490302718;1291882
2098876098;1539027
2156186673;211926
2708318919;368352
