author;publication
2686453920;985035
2811065279;1776275
2009147353;831355
2703502101;308747
2128303191;304184
2155103804;1668433
2436765340;288456
190901962;192638
2304186816;692179
2836945892;1810017
211238549;464794
2397363690;865609
1274392321;951276
2158116980;748915
2146922335;1268785
2120096387;1104569
2020648634;1536770
2142460826;1114199
1532539530;789097
166280524;99023
2810083571;1657854
2329386770;931202
2134719775;529914
600349154;473070
2239366155;1039089
2694284015;1248930
2132630391;357869
2001113056;111790
2125642118;1426667
2129486169;255620
310458393;621293
2099296433;833910
2046785095;230160
2299914378;344537
2316602815;742838
2029169304;768675
1900333666;77161
2250149859;1226208
2229300274;1327342
2130836907;1440731
2119025300;490876
2789599552;15901
2710775259;161955
2130569441;562665
2293773786;93427
2151664122;916564
2700950344;870555
1939351978;471357
32547045;1600357
2718736864;669799
2503244485;153917
2506552118;356512
2675313194;392885
2942167196;317670
2132216446;687619
2481806294;1682350
1276257507;708858
2079213318;248911
2744185613;899062
2548833498;692179
2561080809;669799
2274944363;1537476
2243404411;605621
2307812387;1249270
2680543176;1374109
2111628020;1347062
2148789325;20175
2781014473;314725
2675129839;842405
2558254589;930596
2099072619;1449637
2525069964;389256
2129930770;1362903
2125082829;127103
1987170400;236829
2144533555;851637
2279201890;603151
2043643790;1095886
2490164490;13205
2169631415;1752984
2014942476;721413
2138196911;1363407
2227644323;320896
1980371435;1292974
2128649532;790450
2160906436;1082713
2043338016;771098
2105960676;1197573
2317259870;742838
1984223526;1560356
2023972554;1100958
58152508;198536
2261484064;419665
2991544863;1253067
2084757539;1448802
2640205824;718313
2121891205;19779
2304437830;1475560
2987571605;257391
2209510281;959509
2045564338;1609104
2512075880;1249270
1899599409;867563
2284116839;320896
2166079265;1494332
2138559052;1369647
2404965258;1057598
2189653528;1194496
2155947268;164784
2554878336;372956
2125845287;329271
2101052408;54153
2170063969;1777938
2102745133;1403418
2719610094;445523
2158086579;505803
2527361257;652320
2141742073;434796
1504861078;1441168
2069445928;562977
2585408866;1201854
2120383849;1276130
2405010942;1815832
2974282567;1544867
2425559657;740225
2794716349;943288
2575727783;1515229
2106781822;432350
2168190067;218636
547231580;858685
291396532;352759
2151853455;1203397
2134989941;1091
2123960369;728798
2601641408;382143
2499213593;755721
2683629256;1354071
2435989397;671169
2012676518;433428
2170598495;1565496
2609313314;214629
2709341273;1705089
665242119;818681
2147106552;1448152
330641710;13070
2722029410;24781
2252588374;234643
2721016332;922283
2618884535;1474208
1927054760;1573833
2164916343;1347185
2293081131;1367335
2175397854;441213
2213484118;1017447
2084635705;980020
1970347819;681007
2096234788;3015
125550349;1147632
2308328903;728297
2277889454;1218527
2129862190;639332
2974064500;205867
2104129307;912575
2134163185;1261299
2233353379;601150
1940757447;1626643
2167084815;1789920
2608618979;603379
1220077405;1421983
2268629875;148875
2103623588;760576
2327938991;1682202
2422630620;474464
2408528678;770445
2191357550;668708
721973866;120828
2502450298;1040121
2073647595;804141
2133083528;1344525
2189871070;1792112
2158922493;1395493
2131396768;356647
2485618533;10889
2123615300;660320
2154906701;693747
2104767754;1347062
225835777;129505
2101415595;9415
2511498374;1536250
329206148;401435
2610055576;707638
2112806856;929682
2308423760;373515
1164270490;466220
2717359462;1486445
2481359562;1364731
2495640377;134560
2310065723;1223967
139560512;294944
332139791;1776275
306578653;1039089
2100069631;771098
2129447587;215100
196135556;165983
2562840347;327400
2153013050;408374
2943736426;298915
2644737657;598886
2114338224;1235417
2512017581;302949
2608024800;942590
2041243218;804141
2640313207;211926
296561657;1306805
2099010133;1048746
2701647797;1634958
2110171941;1707342
2043679408;493438
2105627151;1668433
2109719697;671725
2777639049;649502
2119892631;99023
2983272388;1034194
2478922083;826519
2281384163;1482794
2051314497;1521063
1739366739;937946
2129585006;848072
2120953451;182337
2780036918;245206
319591726;1672743
207082282;1268192
2235257159;985419
2169514383;1369647
2154759214;766658
2139194742;746710
2141877546;1333795
1646480596;772349
1110130834;1697743
1947084394;303506
2656765914;1650738
2779637858;1715145
2153158809;1371721
2137468653;1471507
2689150953;791175
2110034095;78484
2158756799;1255550
2157472170;206076
2539199676;739243
2129741387;1627762
2636399501;1074314
2719359327;1604742
2635345157;216418
2007323008;789097
279595654;683433
2280423273;164549
2109143765;853962
2290899851;849475
2335392968;1736712
2609673638;1174532
2779083533;716856
2523447590;1017985
242662612;1668433
2201702515;959078
2114930593;672252
2287999609;378968
2301977394;499848
2130283419;458983
2099270775;1527533
2941087416;608724
2114398780;284180
2079639309;108831
2289349322;1291450
2150038755;1038253
2127312438;237421
2019408238;310749
2163480178;557224
429077385;1655064
2015334926;602342
2515061082;1613350
2098746329;872221
2109519226;609356
2696865737;719011
695545146;277504
1965761486;792443
1981104699;1708665
2106023987;316834
2801637014;122273
2023153941;44505
1806719435;1506273
2588062422;856447
2243975045;1198182
1707432895;1226208
2018242697;1512767
2123497443;618979
2124140435;336100
2309826422;671169
1693006444;1627507
2549226300;1451898
2042755361;972195
2394526669;959078
2127635813;1766699
2104445069;605621
2557597599;1633124
2306473828;771368
2785681837;1385890
1970711686;1385890
2478434250;1685597
2147816758;1295707
2106954422;1472067
187537884;998294
2167201848;287040
1475510869;1713610
2125293936;5411
1932022718;900300
2591219399;953868
2038331002;1632518
583463752;858012
2010130002;1368350
2785623117;496663
2584653121;1549602
2252125015;1777938
2168893805;86197
2313232408;1273921
257184081;1605645
2117815132;1365159
2195832058;1317116
334067385;1456570
2149556533;852874
2234823802;706759
2153352774;1104569
2399399789;1028515
2561896711;9415
735852052;547392
2810083571;601150
1932099541;1239202
2097154047;424836
2012499638;1484827
2636584927;867361
2775942881;1494332
2021207741;386281
2247231460;1201017
2721037801;1444155
67597021;74282
2529038212;1039487
2806820703;770946
2974020346;621897
2644189915;1626643
2400838651;511601
2722453265;1127782
2627727103;1547990
2140998141;1462352
2324807779;605621
2154808769;480214
2492179509;1255550
2283235115;336255
2513185094;133150
2040494229;1512767
2146554912;1012444
2156690546;1509457
2155732702;1203397
2903609811;506323
2293892241;715329
1835541196;1235417
2099146317;986644
391532651;1538985
2644003906;1688939
2315447831;742838
2400661923;1426667
1559625664;176264
2531703064;341064
2157219839;1188814
2656991120;1766988
1971232791;223960
2680551232;1571182
2157040812;1566896
1976544031;609253
2709857806;802377
2670478448;320896
65869504;1045715
2023937328;1070386
40180715;1119309
2402979151;1122808
2240933887;1201854
2115124847;804213
2107603943;1366722
1995652905;1748150
345432764;1446963
2103839586;230160
1990708320;1010600
2112932091;1353487
2708847971;610275
2131332028;789097
2051681002;573916
2399976397;1521632
2294355703;1406868
2149351314;564427
2670274554;1537167
2798649375;976710
2620707760;418674
2112182493;444267
2397209774;384603
2308820765;545983
2122403466;474464
2414564264;3787
2118564597;356711
2691285067;1237346
2569876528;1622774
2476262321;1000462
24490792;1223409
2483265646;1454243
1555327025;1045715
2210685818;883526
2695955560;1233378
743897530;72147
2328911080;1581934
1958013077;598832
2163341010;700355
275044185;229287
2180823998;767501
556610533;396328
2181822159;1084323
1983303251;327400
2148288937;140204
2399740349;511601
2113098586;692179
2399324442;1524040
2159253281;162256
2147779349;294493
2238440389;772901
2044619081;1521201
2112196210;989627
2122108194;405103
2105553894;148875
2689125321;683650
2675186063;1530371
1487077299;164784
181594101;1024814
2406029391;119386
2402898719;163357
2406340791;819435
1993035910;1655456
164198848;246555
2603645478;1506965
2115353320;506323
2156174089;860825
2469060617;1132564
2973738921;1331044
2290264090;458983
1203227207;294944
2493032633;317536
2227462969;214505
2169116592;794766
191824340;148797
2058716785;24270
2157340592;728798
2248292239;1608965
2954800864;1707342
2109031554;225523
268120173;511208
2698119837;1419645
2637950424;1017254
2121407184;618979
2616124571;1040121
2626099725;198536
2171731261;796041
2126484416;1435009
2106157191;193554
2105790109;1281918
2714970377;765817
2401277575;1267135
2013947891;1057596
206448588;720048
2248658501;1223165
2168768247;162019
2572028590;271214
1892952940;1193714
125037692;1100958
2467393960;1509457
317890959;1416591
2444626849;815469
2402527692;1125027
2255728420;1796824
2166166699;541011
2404565862;617844
2498596557;1218527
2112586725;130022
2518567762;1172845
281622442;506435
2513226774;767427
103064199;1777938
2403608114;1312587
2147178196;1666719
2123850919;1070386
242315540;1350866
2422088164;831355
2480970184;932055
2566857639;1071939
2167947150;1464495
2252187768;1614943
390930505;364042
2490418309;1246494
2304699515;1277186
2943516656;1367335
2312166707;121590
2562321811;1419368
2474565323;1692996
2340891503;34988
2128091667;354644
2565557249;9415
2578668197;972195
128958587;503857
2186422030;439701
2131086349;1470692
2652178916;1025374
2124386375;1515229
2684630099;1089315
2690778427;1091367
2167266985;392408
2682135039;774334
2938459339;1451898
2169751890;997982
1983121779;589191
2655567974;40380
2132520476;237421
2670498363;757312
2119358681;1002565
2401255313;432784
2096418959;245881
2605089525;489504
2143089062;956042
2647846112;1452476
2434477016;314725
2257188520;815469
2193940257;1077251
2981131611;1626643
2109241220;1815571
52732896;96560
29743983;1534806
2710551336;445474
227293407;1657854
2973696833;397387
2712910633;27301
2281168953;1039089
2669122818;870555
1982848548;1235417
1991389521;1392181
2410347909;644890
2285096884;1137975
2289456794;505143
2148828896;845024
2053880233;1180520
2487250646;1586812
1006522524;1566896
2107254429;1035038
2589804067;217368
2163533312;1105034
2114304489;1536811
2245610251;762797
2652117241;1255550
2026917742;1399713
2013170699;1147305
1644480426;668708
2674092923;810979
56450696;1132703
2629274443;356711
2147035199;418674
2133880114;1118510
2306001489;646095
387084222;246555
2002900660;527709
2307290923;1645939
2019101048;520826
2402350520;679396
969395739;1399713
2219603343;188688
22876707;683433
47543523;309476
2922260506;1156348
2400001518;233935
1892650065;26038
2662911959;836998
2044975371;1062261
2134642052;972044
2953082484;1200926
2182498006;21951
2251219868;1245347
2171036777;449952
2138334042;162019
2504861647;1536811
2137876663;1206233
176115050;1278913
1981689023;764940
67898301;404410
2607993121;849468
2042463718;1789920
1995729299;1014505
2128661946;1696001
2155887846;549212
2655597369;806442
2631459022;444077
2292501048;520826
357118968;1161143
2117912192;460272
2007205120;1466306
2125756013;1777805
1262460910;695317
796831810;16022
2207586587;234643
1284673174;1543681
2395168313;578238
2227779406;163357
2682512401;1246494
2944302109;1348457
2060610122;626168
2151075616;341221
214254799;1697743
2177628103;669799
2156577020;356647
2123524324;747610
2051773316;13407
2658182243;1393469
2142169863;1479534
2276641637;1564209
2485163583;905033
1472850006;989187
2103086064;1383945
2577536453;875626
2404387592;1237346
2110850763;1300418
2718958994;1388
2633729552;1040562
2682554064;598801
2333373384;511601
2099256648;294944
2108673868;1039240
44810285;120343
2114202197;335544
2079572972;161269
2407796133;1020441
2287547248;1344391
2089934549;1024814
2168709908;781991
2105613799;1752984
2508895262;954827
4378866;1777938
2948647658;1479521
2047666522;335626
2703857419;1277066
2661096665;1796106
2637203929;1102462
2115485839;460995
2129594172;248911
2123893120;719760
2123478876;730754
2164988172;687619
2063147752;1546711
2301633205;272511
698135892;493721
2306952341;721413
1977773618;619728
2109786210;885045
2104762883;1501825
1972113805;654655
2130500903;121047
2138467178;1722903
2620003382;767427
2059779388;360864
1442320562;1814502
704834296;1384677
2149778378;883989
2703520620;1013863
2648114511;1020441
2173340448;938534
2608246915;1581292
2149789208;954827
2561388933;762797
2120836466;225523
2704132433;1495587
2636690806;275008
2118032982;449952
2687023189;37090
2122757173;770946
2082812151;1341035
2168202736;1549905
2695867701;989187
2030477395;351505
2093856847;628729
21121672;626168
2132829166;385951
2026627699;133010
2130330500;777864
2142610073;767427
1973570018;539040
2792103644;197484
1880413372;1309347
1241559162;987013
2152672761;267728
2645205540;1664788
2169919654;554285
2892663083;1772954
2344144429;401217
2127626280;13407
2665940132;1257742
2117665592;1674
2344884441;1426046
2170741903;1406246
2021234184;1506917
2026813801;657635
2248607981;1384677
2653150522;679924
2134195768;1453065
2117432811;1325840
2152814451;1403418
2161264525;313502
2171694479;392408
2476497201;1639614
146717607;1309515
2067910634;545983
1896220156;1040562
2154667997;164784
265271914;1250181
2505613918;886613
2167990907;1039089
2164155302;637774
2701976482;774745
2142792079;252915
1464536348;1476190
2665512397;404897
1993972365;14870
170186220;1469449
2141511487;128280
1253546710;800331
2527394672;133296
1093591045;1813111
2637815198;767501
2974607337;854128
2309651542;1347185
2656796243;1547416
233125607;1326065
2395278582;624282
2181520108;124858
133372183;284492
2103426042;1297928
2486175349;661497
2181560713;585167
2109906877;573567
1971405447;11895
2673491537;209002
1809739075;830421
2720171002;1576099
1779850580;1519481
33206313;1140107
2088143331;1161795
2481821663;164367
2125844241;482782
2403115007;1436831
2162885025;190774
134787399;533285
1981285938;1292428
2117053784;1249308
2617858815;1525688
2476185387;450079
699787859;621301
2582826008;978071
2350173754;983431
2641780014;1220604
2001247965;1292974
2397335176;396328
613661480;1449118
2627215972;916140
1576892223;24270
2404018347;658104
2028688391;1699565
2672241525;382276
2630126537;1527533
1995406097;289271
1213278500;1013863
1967009132;1495587
2518828422;313502
2702238116;398077
2700055908;359688
2165039650;1275901
2267903242;210635
2479150170;73508
2973275313;1610527
2103626414;1674
2248590170;1348457
841191153;1782287
2156002375;1256473
2648663983;93132
2618046921;770445
2168614097;539917
2694675758;1358181
2607612517;1434443
162472387;581576
2004230566;1041778
194852110;385606
2151881489;251746
1860140228;1321008
2018091028;423216
277662379;1119309
2634080733;1709002
1334182280;221938
2017771450;59226
1986159374;972044
2096638260;1380946
2050841350;721413
1991311943;1221498
2304158068;1030874
2162075044;778541
2034367471;392408
2118128570;155524
2476547017;282544
2521047011;669799
2020733949;1040562
2474204109;1605645
1426176246;358902
2424439879;742838
1033468496;240820
2166861898;1572317
2648909377;767501
2506093333;348325
2157671728;1739009
2490530129;1533899
589714443;1604754
135218249;15883
2032949699;1013863
2673288680;1024621
2127168629;278968
2605206557;1803971
2152504368;1221507
2673006333;414512
2689844187;1748574
1998741865;1661019
2115486858;40449
2183667863;361416
2639405776;85772
2106826931;148875
2572780735;1225118
2969095926;188435
2573469654;1682202
2109477161;1348457
2777059883;1396951
2300575113;1344391
2581936915;695567
2310663086;1100958
2136256903;847042
2663372827;1214725
2424562457;1250181
2001316399;1362903
2527191110;1527892
2097490242;1292837
1941402522;985898
2719901547;1317116
2030674654;1478454
2171269231;338585
2087710632;405103
2124822194;961605
2686902649;93427
2111039137;1685597
1237859792;5781
2638112056;52584
2568292280;54153
260754163;583487
2097746247;376474
2673954565;1006438
2156900172;8763
2132744973;652234
2098143020;778541
2115760192;133150
2304429166;1114802
2239252417;1259022
89499395;465329
2941860274;1525688
2154656435;774743
2131902032;364583
2157264513;1471507
2225186097;743434
2460980818;217021
1405816974;35479
2974622852;1366722
323628214;1593702
2040447644;1038880
2633853581;43929
2099871180;1123419
1973445679;1079039
2158884915;1698166
2966448098;313083
2130840322;1186097
2098353067;406557
2168404780;987013
2345567218;1118510
2093500981;228008
2680577790;1733407
2794687502;435147
2342423918;1091367
2621948667;1439875
2131254994;251746
2114369888;48405
2709551016;1472329
2123125285;563542
347927369;1470692
2120562033;1406246
1988299058;1012444
2426635924;1541341
2560951776;945375
2285171134;1105034
2104360253;1625323
2307479915;1091
2226629294;316117
2113028927;764200
2341184596;1030874
2106214946;1213380
2496451522;846391
2088663589;1258373
330191715;1777938
2166346568;205867
2676058149;65220
2005408020;929966
319602697;1521201
2095103340;848072
2163446563;1634989
2145505336;255620
2558250323;167261
2922391355;392408
2952376417;20175
2696460878;856777
2629097123;1250848
2669364066;1677821
2104401652;234105
2167889538;907500
2137318677;658766
2194000732;652234
1857454961;1623823
2083783525;985654
2129165719;610751
2128935492;62477
2141751838;1238551
2669915849;652234
2068632099;124858
2672173813;1083725
2068158370;900300
2164566917;1347062
2163028900;188688
1909451540;449364
2113153068;78484
1279241083;614350
2671432333;846391
452259182;1406079
1585756282;770958
2010355220;1161795
2131925740;1807063
1509023965;1803942
2401162052;1424318
2460915540;1280042
125354079;1518885
1925768378;581576
2408130449;360864
2184444732;758850
2142845944;269276
2667333516;1677821
42605653;1713610
2131338004;400899
2720023212;1670048
2124081924;503214
2099571765;57330
40609271;529478
2103544803;1143756
2953931803;90294
2685582098;520364
2283097273;1297928
1951929479;849468
227511100;1387396
2238314490;1645439
442130;868042
2144618664;1145009
1983025464;608367
2608410297;1539337
2226135823;336255
2276148425;1622774
334014309;111790
2124214372;563404
2098448248;853962
2923305450;148875
2653325450;1676246
2304619042;302370
2170070822;317670
2124466425;159118
2804377562;197896
2097303003;719760
2017973473;1119309
603833024;911753
2950877104;1448152
2143889199;686859
2309924577;1602910
2143506630;630671
2511181894;964162
2521453528;1280042
2639962341;1373283
2711410075;40399
2665413810;288456
2101808840;268777
2075618137;350626
2395028808;336781
2120673705;683433
2776985749;1660303
216614204;868042
2102453962;310749
2313314639;1627074
2601768509;1698728
1050151758;858685
2121544815;1105034
2502975880;1536770
2230260605;1696001
62237607;1057598
2649236485;579573
2119094517;1038253
2286222108;1771662
2096217469;181698
2111063783;1508438
1625632746;1655577
2311900775;1321008
2706695557;957618
2564669815;21456
2699153148;1535012
2010416482;715329
2096317939;564427
2063342762;1061858
2684086883;804069
2665744138;927670
2123424432;1259022
2153620406;636784
2200205723;1581934
2097966817;265079
251491610;1103071
2098654552;1031492
2169222541;366206
2712130346;1448546
2016031872;17684
190869072;284492
1228981287;1679128
396975908;1161795
1906922223;1747233
2554137183;252915
2087592311;506435
2205213089;1039487
2071505357;1441238
2985217021;297098
2292310901;1403418
2655430313;415342
2648071409;1019378
1986367782;1216920
2511946599;359688
2682364181;559767
155680522;1012444
2048887081;1496982
2003830579;1716356
2050513747;702972
2286277659;147329
2191818565;800331
2320014999;745926
2713749302;356562
2973912151;450079
2049803112;824020
2650432245;427331
2630719127;664311
2124195488;824020
2652234802;1358953
2223791429;658766
2162839603;602342
233145881;1377244
2340768333;297972
2899074514;881990
2111135875;964096
2145391421;905794
2503948453;669531
2301169206;866687
2253569718;1552205
1232822869;858012
2397811679;1446810
2114893934;215741
2304884836;1506917
1973184187;66914
144222971;1634188
2397804727;1699834
2676155053;957139
2293758362;255264
2291556571;344537
2684750367;605621
2033645106;1186722
2922960274;1230471
1991518691;140362
2093088792;1756334
2146265845;1549602
2717775900;1123136
347477375;337358
2645219945;133296
2429081565;449591
2109237509;366206
2630148379;336100
2695112103;45886
2107593414;719168
2904875696;506323
2190029638;763243
2918591108;1017985
88694571;1552663
2166623132;1266380
2164145174;341221
2043530323;976710
2124998199;182337
2165242534;1696001
2115992755;1162061
2075142067;671761
2075066679;368576
299152467;505434
2126954261;1393918
2502202892;1419645
1984078314;161269
296576950;1410082
2679727724;692678
2022861279;149980
2043429972;1781377
2163985034;1300418
204135759;90294
2170573919;341221
2642584586;1335738
2139402303;1202812
2101881944;1012494
1967847929;155358
117305310;212029
299670370;287040
1842593288;260313
2923554866;1200926
2148533322;11779
2305299093;1766699
1998658053;309773
2018050652;505143
2060531351;621301
5745028;1496815
2150554866;1546852
2125659135;183860
2631589936;558092
2043849746;1586710
2156818096;1013871
2157626612;130022
2147300958;972044
2223395194;1353223
2940606835;1693126
1229057822;1775011
2696075108;1484282
2277593816;1017296
2157281174;214629
2115389948;1347062
2826964815;995020
2936730352;1538985
2264452075;536083
1980640875;1078554
1984139201;619728
1992526952;1163338
2054926013;246555
2426790985;155524
2944621271;1482794
2104659331;767427
2116114313;1013871
1591999886;1679810
117135194;1306813
2151406481;1331844
1906025521;1732060
1997439608;193054
2075430301;159256
2405610054;87791
2102943653;804384
2275306837;138627
2967651508;1228401
2035760217;1535111
1938829359;830421
2697961148;222770
182606413;535179
2983551228;1223967
2486561723;1448639
2486420270;1665332
2637621758;867361
2104576968;555508
2085192984;1776275
2073914521;1335738
1971530415;843524
2088858762;352166
2083279976;1358181
2985560606;184813
2092767352;1469449
7762232;715329
2147731199;1813111
2205954826;989627
2583551059;155019
672922149;505947
662579795;1072439
2315642467;1497272
2103611131;933276
2779181109;875626
2146763760;268343
268627886;1397698
2628800079;1238526
308868717;1476190
2405126416;402670
2717498109;1152767
2918030373;120346
2049583274;423593
2715686464;489504
2147329554;732615
1994646609;1319706
2122475223;1327162
684514524;855327
2974569516;1442736
230398710;143119
2131872098;572296
2109237509;1581160
2512903845;1024814
2723212192;356562
2151217767;1273921
2973511171;1218774
2400311796;44486
2119084577;755721
2208460423;6615
2173646266;62477
664262605;1517195
2686354103;405103
2507968127;1661019
2237142500;1189345
2103053954;67582
2146335907;961884
2918898746;356647
1523909248;388271
302654968;1333158
2151654194;860825
2777812656;1497272
2075955518;849475
2397066721;1627507
2634420145;886613
244474101;1471507
2113233940;1013863
2119437921;760576
2102919211;240820
2707625271;73220
2131973451;1362128
2162036314;34988
2318128492;1525688
2892800925;1159557
2985691048;679325
1971342715;220998
2209037197;802089
2127786174;621425
2695996081;883989
2164613406;840705
2986612931;1250848
249203244;976710
2990992308;360435
23243176;270373
2237193324;41593
2170452912;308120
617985665;880330
2668500018;1581815
2713475288;1367335
2905262253;506323
2263546791;1557874
2098372348;278644
2089212603;1671437
2641149705;379174
2095922224;124858
2327671090;709763
2114997833;1019276
280681230;246555
1277418523;930596
2479772581;1586812
2398151502;102669
2154474979;813000
2892687424;1477903
2662647777;1721622
1948953388;1796824
2125381678;730754
2133942762;1268785
2104154196;628729
2703939893;607982
2973454444;193810
425222634;1627759
2029001971;730754
25760396;442490
297263217;1140107
2576452769;171006
2163845009;1048515
2763165514;153917
1592879070;387150
2014960309;1573833
2662582322;1387178
1963182767;1250181
1991863171;387150
2148517302;597714
2144630512;234105
176830254;583487
299260399;1038054
2983664012;1018374
2308153275;582745
2137251267;1649711
2920100215;15335
2403987071;1154133
2170711779;1501825
2325756747;385606
2075034029;267718
2558564161;1173719
2234887606;885045
2103945787;1216968
2063218495;1281047
2102122772;1038880
2099298194;805263
2141166186;1661019
2149732652;1395487
2654876284;496663
2222746049;773965
2122428859;482782
2955083061;59226
2487545926;59226
2310646381;1667234
2642474986;870027
2478503029;349990
2941720122;1424933
2679834984;1635677
2099469823;1012444
2066027200;82554
2136197840;665341
2103178767;1249308
2676608368;228692
2229103462;1364572
2119267035;700355
2403799990;1524040
2135947625;728297
2408073624;1125027
2088570364;297098
2792550926;760576
1988359362;1137094
2574719574;1344525
294279128;1462352
2805334418;1122808
2635560269;809930
2102575901;230160
121847220;858943
2164566917;868042
2573266497;901073
398299268;1203077
2334575788;795791
2434952788;152807
98411351;771368
2129435983;1395487
2019995685;621897
2072064633;708858
2641743944;1581016
2627249257;1446812
2032761657;297283
2642111697;1616176
2653989856;1031492
1936450791;1605429
250387698;1040444
2204913924;1467391
2682715228;1328411
2641740147;936110
1229759099;988455
2157065641;995020
2207996917;368576
2061082648;1485153
2114690564;356711
110811574;654655
2275519794;450079
2166799513;1736712
169521036;1054770
2139535962;875054
2114763639;460995
1992822092;929682
2043506954;1306187
378370437;1335006
2273707136;326138
2485912436;1126833
1995276563;598789
2125988131;476394
2086588361;348088
2174382177;1606389
2161288054;419665
2128972548;672252
2713152791;1576036
2396137797;140240
2120372136;1410082
2656294450;13205
2673989546;1301044
2570854112;1131715
2066108896;807719
2032775676;36490
2133437268;1387178
2405467567;845024
2553535778;669799
2123666550;288456
2401752147;104967
2002423336;708858
2974905876;392885
2619370036;1246494
2262759881;35878
2135002639;1253795
2789226822;382276
2301346171;719011
2136616430;138627
2149260367;1452422
2659312394;1289430
1972086764;1341035
1104177816;853273
2773473984;1693865
335449657;628729
2157543298;946913
2650651053;1574828
2133726468;460995
2130354379;1456321
2116703811;297098
2311864326;217021
2338614480;1576036
2440318933;710537
1557751177;155019
2131166700;1422719
2287172063;872221
2708995188;1238526
2054518447;392885
2420712277;188688
2185500130;856447
2226949942;1549638
2238025108;1627507
2037477854;1709002
2155357175;789711
2322421307;485597
2246863092;1012494
2101280371;714243
2142749545;278644
1996144054;121047
2292798604;1452876
2042264339;505292
1973825838;897687
2666980155;1660204
2720266316;1330140
2114152416;385572
2112966750;1089315
2643611485;440308
2147213140;489690
2394483392;363116
2172071143;1766699
2135854099;1778470
2132409321;398077
2398101059;1448546
195128582;1558196
2108353771;1368350
2164986079;128280
2789157811;743434
2137723762;401435
2611851107;8373
297984959;1275901
2761559841;1281047
2130495853;921565
2121442396;376474
2133556621;1452476
2338213376;34988
2636567271;1223165
2108937247;360864
2119355874;796746
612732243;1122808
2076471859;875060
2703257624;1424008
2032775676;1306813
2014962270;471357
2401543792;1544043
2399379223;610751
2163181840;285180
2270562518;212088
2119763046;1010108
2147370234;1570380
2275186908;1693729
1127576488;72147
221428631;833112
2496671443;344829
2122232432;1397698
1217801284;183860
2665637457;1353487
2064056163;1556219
1225923034;444896
2211932647;1460658
699094834;433966
2168734674;914322
2407063773;1267135
2034295331;1682202
2504773553;501892
2488948482;292320
1083779831;167889
2723206363;558092
2211755671;388674
2984131491;455583
2923840486;506156
2619146229;589191
2680985938;1374109
2202691758;198536
2667045837;854128
2653425823;756926
2643307870;598886
2136175839;603379
2151775014;320786
2141952036;227494
2673966025;1636197
2163830057;1635983
322421229;1713610
2609593236;297283
2782607310;653893
2705308463;555508
2673645708;1544043
2478344485;881990
2973623208;692678
2936236098;1127706
2511280661;341636
2104136422;907094
2705288976;1019378
2949850573;1362128
2194545686;36490
2107682072;564427
2431691659;688835
2129124083;1082713
2843117391;1366435
2297299236;1040562
2404099221;1287788
1980371435;804141
2048017992;1184209
2557763229;1536770
2697814605;613737
2129133877;1032007
5975687;211926
11423040;73508
2584795926;1310149
697271798;1292837
2310684266;446155
2170155785;847042
2031083176;254830
2512549005;494408
2461166475;287947
2019073774;1397698
2654599819;215073
2102984962;1095886
788356648;1368350
2638372337;1606389
2069719606;274954
2149605875;1572317
1858401508;1732060
2985560781;1363407
2111705354;1713131
2136914710;669799
2304434974;1426774
1991587098;218636
2145438334;672252
2438514989;95068
2121268056;706544
2305824880;1440731
2633022602;1586417
2659443433;172223
2145612734;563542
867954438;1692996
2590383127;1777805
2615789866;605810
2129811023;1145009
2122401555;681007
2036846023;83404
2160715167;539049
2005398005;74282
2120965867;797742
2146311182;1340811
2124512617;972797
239896364;1038054
2107624270;1224884
2062219578;505060
2973750112;1521632
2101549130;1603800
2102407228;845840
2943781528;1363538
2156427153;444267
2161703719;147329
202368633;731109
2681718528;356512
2163902970;164549
2397410352;437115
283982527;425490
32043427;880330
2142489299;265079
2402115273;705233
1990140413;1056348
2637722506;511601
2718983499;133150
2012045426;255620
2114999795;1525688
2163991487;822868
2144146329;860825
278127910;602342
2145204550;364583
2703376340;421533
2078849992;1201854
2283028827;1469449
2680774341;130022
2435254300;614894
723276923;294493
2093806661;1327162
2122021140;1426046
2237402376;1183563
2237922697;792443
2310608531;52888
2779259439;308120
2811264838;1572317
204870395;1106904
2395692601;292320
2225911406;1028584
2149813270;17684
2274556553;155524
2170496156;1349526
2089131864;234105
2155513546;658104
1998260123;354571
2763203934;1697457
2125081987;1224371
2152029228;1309347
2193575685;911753
1994796951;295139
2063694429;1738682
2591555659;1546718
2167629221;1399713
2653488055;1373283
281097328;633195
2832758761;11068
2069465661;431092
2012833756;573567
2110009113;703774
2618288464;294493
2404947906;1047238
2225295861;93132
2144420726;128236
373088712;1698166
2497374452;1172845
320070149;1645862
2492381006;384603
2276174343;387150
2345033222;287947
2740261161;268343
67597021;229333
2155856586;1480935
339007039;1036492
2106360706;136819
2718285425;1299715
2341719684;918237
2163790412;1337573
2163759121;36490
2344077619;971366
2193835503;1007187
2141420785;482782
1845009567;95708
2573444675;739243
1988740878;1304089
2303748123;824020
161240164;989187
1997770148;260539
2070924456;199007
2907871318;398077
2095761621;714243
2098722298;277504
2973830089;1586857
2123768524;1082759
344182284;1693126
2646513104;356562
2646262306;1115014
2661470671;1568173
2147461439;282544
2623906552;1627759
367551089;1072439
1174144048;471352
2004815977;1403418
2308742949;1279974
2337100001;1448802
2499673670;288456
